variant_name,centrality_rank,node_id,canonical_name,weighted_degree,direct_edge_degree,context_edge_degree,component_size,pagerank,betweenness
stress_direct_only_graph,36,actor_city_of_dyrrhachium,city of Dyrrhachium,1,1,0,2,0.011764705882352941,0.0
stress_direct_only_graph,37,actor_city_of_sicyon,city of Sicyon,1,1,0,2,0.011764705882352941,0.0
stress_direct_only_graph,38,actor_friends_of_cato,friends of Cato,1,1,0,2,0.011764705882352941,0.0
stress_direct_only_graph,39,actor_publicani,publicani,1,1,0,2,0.011764705882352941,0.0
stress_direct_only_graph,40,actor_young_t_pinnius,young T. Pinnius,1,1,0,2,0.011764705882352941,0.0
stress_direct_only_graph,41,actor_philotimus,Philotimus,2,2,0,37,0.009494747197441191,0.0
stress_direct_only_graph,42,actor_publilius,Publilius,2,2,0,37,0.009494747197441191,0.0
stress_direct_only_graph,43,actor_a_caninius_satyrus,A. Caninius Satyrus,1,1,0,3,0.009062802543606217,0.0
stress_direct_only_graph,44,actor_buthrotum,Buthrotum,1,1,0,3,0.009062802543606217,0.0
stress_direct_only_graph,45,actor_c_fufius,C. Fufius,1,1,0,3,0.009062802543606217,0.0
stress_direct_only_graph,46,actor_l_carpinatius,L. Carpinatius,1,1,0,3,0.009062802543606217,0.0
stress_direct_only_graph,47,actor_l_tullius_montanus,L. Tullius Montanus,1,1,0,3,0.009062802543606217,0.0
stress_direct_only_graph,48,actor_m_fufius,M. Fufius,1,1,0,3,0.009062802543606217,0.0
stress_direct_only_graph,49,actor_mylasa_and_alabanda,Mylasa and Alabanda,1,1,0,3,0.009062802543606217,0.0
stress_direct_only_graph,50,actor_p_varius,P. Varius,1,1,0,3,0.009062802543606217,0.0
stress_direct_only_graph,51,actor_philocles,Philocles,1,1,0,3,0.009062802543606217,0.0
stress_direct_only_graph,52,actor_salamis,Salamis,1,1,0,3,0.009062802543606217,0.0
stress_direct_only_graph,53,actor_sicilian_tax_company,Sicilian tax company,1,1,0,3,0.009062802543606217,0.0
stress_direct_only_graph,54,actor_cities_in_asia,cities in Asia,1,1,0,3,0.009062802543606217,0.0
stress_direct_only_graph,55,actor_caepio,Caepio,1,1,0,37,0.005908507348618856,0.0
stress_direct_only_graph,56,actor_castricius,Castricius,1,1,0,37,0.005908507348618856,0.0
stress_direct_only_graph,57,actor_egnatius,Egnatius,1,1,0,37,0.005908507348618856,0.0
stress_direct_only_graph,58,actor_m_antonius,M. Antonius,1,1,0,37,0.005908507348618856,0.0
stress_direct_only_graph,59,actor_arpinum,Arpinum,1,1,0,37,0.005629726539897067,0.0
stress_direct_only_graph,60,actor_aurelius,Aurelius,1,1,0,37,0.005629726539897067,0.0
stress_direct_only_graph,61,actor_avianius,Avianius,1,1,0,37,0.005629726539897067,0.0
stress_direct_only_graph,62,actor_caerellia,Caerellia,1,1,0,37,0.005629726539897067,0.0
stress_direct_only_graph,63,actor_caesar,Caesar,1,1,0,37,0.005629726539897067,0.0
stress_direct_only_graph,64,actor_cluvian_coheirs,Cluvian coheirs,1,1,0,37,0.005629726539897067,0.0
stress_direct_only_graph,65,actor_cocceius,Cocceius,1,1,0,37,0.005629726539897067,0.0
stress_direct_only_graph,66,actor_faberius,Faberius,1,1,0,37,0.005629726539897067,0.0
stress_direct_only_graph,67,actor_flaminius,Flaminius,1,1,0,37,0.005629726539897067,0.0
stress_direct_only_graph,68,actor_funisulanus,Funisulanus,1,1,0,37,0.005629726539897067,0.0
stress_direct_only_graph,69,actor_hortensius,Hortensius,1,1,0,37,0.005629726539897067,0.0
stress_direct_only_graph,70,actor_numerius_of_puteoli,Numerius of Puteoli,1,1,0,37,0.005629726539897067,0.0
stress_direct_only_graph,71,actor_ofillius,Ofillius,1,1,0,37,0.005629726539897067,0.0
stress_direct_only_graph,72,actor_oppius,Oppius,1,1,0,37,0.005629726539897067,0.0
stress_direct_only_graph,73,actor_p_sallustius,P. Sallustius,1,1,0,37,0.005629726539897067,0.0
stress_direct_only_graph,74,actor_patulcius,Patulcius,1,1,0,37,0.005629726539897067,0.0
stress_direct_only_graph,75,actor_philargyrus,Philargyrus,1,1,0,37,0.005629726539897067,0.0
stress_direct_only_graph,76,actor_philogenes,Philogenes,1,1,0,37,0.005629726539897067,0.0
stress_direct_only_graph,77,actor_q_axius_son,Q. Axius' son,1,1,0,37,0.005629726539897067,0.0
stress_direct_only_graph,78,actor_scapula_estate,Scapula estate,1,1,0,37,0.005629726539897067,0.0
stress_direct_only_graph,79,actor_scribonius_libo,Scribonius Libo,1,1,0,37,0.005629726539897067,0.0
stress_direct_only_graph,80,actor_silius,Silius,1,1,0,37,0.005629726539897067,0.0
stress_direct_only_graph,81,actor_titus_pomponius,Titus Pomponius,1,1,0,37,0.005629726539897067,0.0
stress_direct_only_graph,82,actor_tullia_s_creditors,Tullia's creditors,1,1,0,37,0.005629726539897067,0.0
stress_direct_only_graph,83,actor_amici,amici,1,1,0,37,0.005629726539897067,0.0
stress_direct_only_graph,84,actor_athens,Athens,1,1,0,37,0.0054600915375680615,0.0
stress_direct_only_graph,85,actor_fulvia,Fulvia,1,1,0,37,0.0054600915375680615,0.0
stress_context_graph,1,actor_cicero,Cicero,82,0,82,98,0.1487977437765021,0.4703705069124426
stress_context_graph,2,actor_atticus,Atticus,37,0,37,98,0.06481855191477044,0.15242611367127495
stress_context_graph,3,actor_quintus_cicero,Quintus Cicero,16,0,16,98,0.029610572820291226,0.085115821812596
stress_context_graph,4,actor_tiro,Tiro,11,0,11,98,0.020608216672137643,0.03681075268817204
stress_context_graph,5,actor_brutus,Brutus,7,0,7,98,0.015934748209112077,0.0427741935483871
stress_context_graph,6,actor_egnatius,Egnatius,8,0,8,98,0.01564152223853004,0.03018064516129032
stress_context_graph,7,actor_eros,Eros,8,0,8,98,0.015514778996484919,0.02775268817204301
stress_context_graph,8,actor_hermippus,Hermippus,3,0,3,4,0.015227358215665756,0.00038709677419354843
stress_context_graph,9,actor_cluvius,Cluvius,6,0,6,98,0.013484362381104072,0.06019354838709678
stress_context_graph,10,actor_verres,Verres,4,0,4,6,0.013287906783311064,0.0007096774193548388
stress_context_graph,11,actor_d_iunius_brutus,D. Iunius Brutus,2,0,2,3,0.011581933076086848,0.00012903225806451613
stress_context_graph,12,actor_sex_naevius,Sex. Naevius,2,0,2,3,0.011581933076086848,0.00012903225806451613
stress_context_graph,13,actor_terentia,Terentia,6,0,6,98,0.011530676630314811,0.019651612903225816
stress_context_graph,14,actor_caerellia,Caerellia,5,0,5,98,0.010350825692827102,0.01303225806451613
stress_context_graph,15,actor_roman_state_grain_funds,Roman state grain funds,3,0,3,6,0.00987595936886263,0.00019354838709677422
stress_context_graph,16,actor_faberius,Faberius,5,0,5,98,0.009462092081577899,0.00260215053763441
stress_context_graph,17,actor_salamis,Salamis,4,0,4,98,0.009214284644260355,0.01741935483870968
stress_context_graph,18,actor_tullia,Tullia,5,0,5,98,0.009103322541043462,0.0031075268817204304
stress_context_graph,19,actor_marc_antony,Marc Antony,3,0,3,98,0.009036818698450081,0.03664516129032258
stress_context_graph,20,actor_silius,Silius,4,0,4,98,0.008828516194199238,0.00038709677419354843
stress_context_graph,21,actor_q_axius,Q. Axius,4,0,4,98,0.008518406965928772,0.012682027649769587
stress_context_graph,22,actor_pompey,Pompey,3,0,3,98,0.00841667105024141,0.020741628264208913
stress_context_graph,23,actor_a_caninius_satyrus,A. Caninius Satyrus,3,0,3,6,0.007936507936507936,0.00012903225806451613
stress_context_graph,24,actor_caecilius,Caecilius,3,0,3,6,0.007936507936507936,0.00012903225806451613
stress_context_graph,25,actor_l_lucullus,L. Lucullus,3,0,3,6,0.007936507936507936,0.00012903225806451613
stress_context_graph,26,actor_l_pontius,L. Pontius,3,0,3,6,0.007936507936507936,0.00012903225806451613
stress_context_graph,27,actor_p_scipio,P. Scipio,3,0,3,6,0.007936507936507936,0.00012903225806451613
stress_context_graph,28,actor_p_varius,P. Varius,3,0,3,6,0.007936507936507936,0.00012903225806451613
stress_context_graph,29,actor_brutus_albinus,Brutus Albinus,1,0,1,2,0.007936507936507936,0.0
stress_context_graph,30,actor_brutus_albinus_friends,Brutus Albinus friends,1,0,1,2,0.007936507936507936,0.0
stress_context_graph,31,actor_cato_the_younger,Cato the Younger,1,0,1,2,0.007936507936507936,0.0
stress_context_graph,32,actor_p_sittius,P. Sittius,1,0,1,2,0.007936507936507936,0.0
stress_context_graph,33,actor_p_sulla,P. Sulla,1,0,1,2,0.007936507936507936,0.0
stress_context_graph,34,actor_friends_of_cato,friends of Cato,1,0,1,2,0.007936507936507936,0.0
stress_context_graph,35,actor_balbus,Balbus,4,0,4,98,0.00748324043336329,0.0018731182795698907
stress_context_graph,36,actor_philotimus,Philotimus,4,0,4,98,0.007471251156740088,0.0005741935483870967
stress_context_graph,37,actor_c_scribonius_curio,C. Scribonius Curio,2,0,2,98,0.007456459239797474,0.01238709677419355
stress_context_graph,38,actor_cluvius_procurators,Cluvius procurators,3,0,3,98,0.007399512536686495,0.006129032258064516
stress_context_graph,39,actor_oppius,Oppius,4,0,4,98,0.007352023396575985,0.0
stress_context_graph,40,actor_plancus,Plancus,3,0,3,98,0.006873298936601647,0.010494623655913984
stress_context_graph,41,actor_l_carpinatius,L. Carpinatius,2,0,2,6,0.006813485005666066,8.602150537634408e-05
stress_context_graph,42,actor_sicilian_tax_company,Sicilian tax company,2,0,2,6,0.006813485005666066,8.602150537634408e-05
stress_context_graph,43,actor_borrowers_under_verres_scheme,borrowers under Verres' scheme,2,0,2,6,0.006813485005666066,8.602150537634408e-05
stress_context_graph,44,actor_cornificius,Cornificius,3,0,3,98,0.006806677926601733,0.006129032258064516
stress_context_graph,45,actor_iunius,Iunius,3,0,3,98,0.006806677926601733,0.006129032258064516
stress_context_graph,46,actor_flaminius,Flaminius,3,0,3,98,0.006742463898255828,0.0012301075268817204
stress_context_graph,47,actor_senate,Senate,2,0,2,98,0.006477205375683458,0.01238709677419355
stress_context_graph,48,actor_procuratores,procuratores,2,0,2,98,0.006438613785327932,0.01238709677419355
stress_context_graph,49,actor_hermogenes,Hermogenes,3,0,3,98,0.0062175073607884535,0.003232258064516129
stress_context_graph,50,actor_q_paconius_lepta,Q. Paconius Lepta,2,0,2,98,0.006151093411097388,0.0007741935483870969
stress_context_graph,51,actor_p_iunius,P. Iunius,1,0,1,3,0.00611379536671848,0.0
stress_context_graph,52,actor_p_quinctius,P. Quinctius,1,0,1,3,0.00611379536671848,0.0
stress_context_graph,53,actor_roman_state,Roman state,1,0,1,3,0.00611379536671848,0.0
stress_context_graph,54,actor_scapula_heirs,Scapula heirs,1,0,1,3,0.00611379536671848,0.0
stress_context_graph,55,actor_p_valerius,P. Valerius,2,0,2,98,0.006060923213888002,0.004290629800307217
stress_context_graph,56,actor_camillus,Camillus,3,0,3,98,0.005954045246619328,0.00011827956989247312
stress_context_graph,57,actor_caesar,Caesar,2,0,2,98,0.005910672917922023,0.01238709677419355
stress_context_graph,58,actor_dolabella,Dolabella,3,0,3,98,0.005878295102389533,0.0014731182795698927
stress_context_graph,59,actor_varro,Varro,2,0,2,98,0.005862695476419224,0.01238709677419355
stress_context_graph,60,actor_philocles,Philocles,2,0,2,98,0.0056199296329090005,6.451612903225807e-05
stress_context_graph,61,actor_c_fufius,C. Fufius,1,0,1,4,0.005506224510121995,0.0
stress_context_graph,62,actor_heraclides,Heraclides,1,0,1,4,0.005506224510121995,0.0
stress_context_graph,63,actor_m_fufius,M. Fufius,1,0,1,4,0.005506224510121995,0.0
stress_context_graph,64,actor_l_culleolus,L. Culleolus,2,0,2,98,0.00550048392686793,6.451612903225807e-05
stress_context_graph,65,actor_servilius,Servilius,2,0,2,98,0.00550048392686793,6.451612903225807e-05
stress_context_graph,66,actor_minucius_thermus,Minucius Thermus,2,0,2,98,0.005489228764508068,0.006129032258064516
stress_context_graph,67,actor_m_anneius,M. Anneius,2,0,2,98,0.0053087850344006975,0.01564546850998464
stress_context_graph,68,actor_ateius_capito,Ateius Capito,2,0,2,98,0.0052471574942647686,0.00010752688172043011
stress_context_graph,69,actor_appius_claudius,Appius Claudius,2,0,2,98,0.005083445670602019,9.677419354838711e-05
stress_context_graph,70,actor_matinius,Matinius,2,0,2,98,0.005083445670602019,9.677419354838711e-05
stress_context_graph,71,actor_scaptius,Scaptius,2,0,2,98,0.005083445670602019,9.677419354838711e-05
stress_context_graph,72,actor_greek_provincial_communities,Greek provincial communities,2,0,2,98,0.0050705978154440045,0.006129032258064516
stress_context_graph,73,actor_l_lucceius,L. Lucceius,2,0,2,98,0.0050705978154440045,0.006129032258064516
stress_context_graph,74,actor_city_of_byllis,city of Byllis,2,0,2,98,0.0050705978154440045,0.006129032258064516
stress_context_graph,75,actor_publicani,publicani,2,0,2,98,0.0050705978154440045,0.006129032258064516
stress_context_graph,76,actor_appuleius,Appuleius,2,0,2,98,0.005047593561933174,0.0
stress_context_graph,77,actor_buthrotum,Buthrotum,2,0,2,98,0.004962934057570241,0.00592258064516129
stress_context_graph,78,actor_p_sallustius,P. Sallustius,2,0,2,98,0.004864033716092605,0.00012903225806451613
stress_context_graph,79,actor_cn_sallustius,Cn. Sallustius,2,0,2,98,0.004800106361321964,0.004449462365591397
stress_context_graph,80,actor_l_tullius_montanus,L. Tullius Montanus,2,0,2,98,0.00473435352691782,0.00030107526881720427
stress_context_graph,81,actor_l_titius_strabo,L. Titius Strabo,2,0,2,98,0.0046678258198161295,0.0
stress_context_graph,82,actor_p_cornelius,P. Cornelius,2,0,2,98,0.0046678258198161295,0.0
stress_context_graph,83,actor_m_laenius,M. Laenius,2,0,2,98,0.004608951775329257,0.0029225806451612904
stress_context_graph,84,actor_nicaea,Nicaea,2,0,2,98,0.004608951775329257,0.0029225806451612904
stress_context_graph,85,actor_young_t_pinnius,young T. Pinnius,2,0,2,98,0.004608951775329257,0.0029225806451612904
stress_context_graph,86,actor_meton,Meton,2,0,2,98,0.004492532341087361,0.0
stress_context_graph,87,actor_l_ligus,L. Ligus,2,0,2,98,0.004425449244675738,0.00029493087557603686
stress_context_graph,88,actor_pomponia,Pomponia,2,0,2,98,0.004425449244675738,0.00029493087557603686
stress_context_graph,89,actor_q_titinius,Q. Titinius,2,0,2,98,0.004425449244675738,0.00029493087557603686
stress_context_graph,90,actor_antony_creditors,Antony creditors,1,0,1,98,0.004359471645000718,0.0
stress_context_graph,91,actor_arpinum,Arpinum,2,0,2,98,0.004327996197510068,0.0
stress_context_graph,92,actor_curius,Curius,2,0,2,98,0.0042720040363654534,0.0
stress_context_graph,93,actor_tullia_s_creditors,Tullia's creditors,2,0,2,98,0.004227115782371497,0.0
stress_context_graph,94,actor_castricius,Castricius,2,0,2,98,0.004221966797843071,0.0
stress_context_graph,95,actor_cluvian_coheirs,Cluvian coheirs,2,0,2,98,0.004221966797843071,0.0
stress_context_graph,96,actor_xeno,Xeno,2,0,2,98,0.004221966797843071,0.0
stress_context_graph,97,actor_q_caecilius_dio,Q. Caecilius Dio,1,0,1,6,0.004014726449875722,0.0
stress_context_graph,98,actor_cities_in_asia,cities in Asia,1,0,1,98,0.003943288157751769,0.0
stress_context_graph,99,actor_mylasa_and_alabanda,Mylasa and Alabanda,1,0,1,98,0.003926888488289716,0.0
stress_context_graph,100,actor_fulvia,Fulvia,1,0,1,98,0.0037509082176455317,0.0
stress_context_graph,101,actor_crassus,Crassus,1,0,1,98,0.0037025124762293804,0.0
stress_context_graph,102,actor_cocceius,Cocceius,1,0,1,98,0.0036821215646162596,0.0
stress_context_graph,103,actor_ser_sulpicius_galba,Ser. Sulpicius Galba,1,0,1,98,0.003575200314826227,0.0
stress_context_graph,104,actor_q_axius_son,Q. Axius' son,1,0,1,98,0.0030006377588691585,0.0
stress_context_graph,105,actor_provincial_governor,provincial governor,1,0,1,98,0.0029501165934340146,0.0
stress_context_graph,106,actor_scribonius_libo,Scribonius Libo,1,0,1,98,0.0028523877593418377,0.0
stress_context_graph,107,actor_funisulanus,Funisulanus,1,0,1,98,0.0028389213377965337,0.0
stress_context_graph,108,actor_hortensius,Hortensius,1,0,1,98,0.0028389213377965337,0.0
stress_context_graph,109,actor_aurelius,Aurelius,1,0,1,98,0.00278292917665192,0.0
stress_context_graph,110,actor_ofillius,Ofillius,1,0,1,98,0.00278292917665192,0.0
stress_context_graph,111,actor_amici,amici,1,0,1,98,0.002763537675810091,0.0
stress_context_graph,112,actor_c_flavius,C. Flavius,1,0,1,98,0.002732891938129537,0.0
stress_context_graph,113,actor_c_octavius,C. Octavius,1,0,1,98,0.002732891938129537,0.0
stress_context_graph,114,actor_caelius,Caelius,1,0,1,98,0.002732891938129537,0.0
stress_context_graph,115,actor_caepio,Caepio,1,0,1,98,0.002732891938129537,0.0
stress_context_graph,116,actor_l_mescinius,L. Mescinius,1,0,1,98,0.002732891938129537,0.0
stress_context_graph,117,actor_m_antonius,M. Antonius,1,0,1,98,0.002732891938129537,0.0
stress_context_graph,118,actor_p_magius_chilo,P. Magius Chilo,1,0,1,98,0.002732891938129537,0.0
stress_context_graph,119,actor_sardis,Sardis,1,0,1,98,0.002732891938129537,0.0
stress_context_graph,120,actor_city_of_dyrrhachium,city of Dyrrhachium,1,0,1,98,0.002732891938129537,0.0
stress_context_graph,121,actor_city_of_sicyon,city of Sicyon,1,0,1,98,0.002732891938129537,0.0
stress_context_graph,122,actor_multiple_provincial_communities,multiple provincial communities,1,0,1,98,0.002732891938129537,0.0
stress_context_graph,123,actor_numerius_of_puteoli,Numerius of Puteoli,1,0,1,98,0.0026795510501897244,0.0
stress_context_graph,124,actor_patulcius,Patulcius,1,0,1,98,0.0026795510501897244,0.0
stress_context_graph,125,actor_philargyrus,Philargyrus,1,0,1,98,0.0026795510501897244,0.0
stress_context_graph,126,actor_publilius,Publilius,1,0,1,98,0.0026795510501897244,0.0
strict_stress_graph,1,actor_cicero,Cicero,36,13,23,34,0.19903072163565044,0.6738095238095239
strict_stress_graph,2,actor_quintus_cicero,Quintus Cicero,11,3,8,34,0.06216705412273853,0.08373015873015872
strict_stress_graph,3,actor_tiro,Tiro,10,1,9,34,0.05614494830617126,0.041666666666666664
strict_stress_graph,4,actor_atticus,Atticus,9,0,9,34,0.04927120269488934,0.039285714285714285
strict_stress_graph,5,actor_egnatius,Egnatius,7,1,6,34,0.041062420827941926,0.06759259259259258
strict_stress_graph,6,actor_pompey,Pompey,2,0,2,3,0.0394411775023498,0.0015873015873015873
strict_stress_graph,7,actor_faberius,Faberius,6,1,5,34,0.03474634815247842,0.002380952380952381
strict_stress_graph,8,actor_flaminius,Flaminius,4,1,3,34,0.029345693126840443,0.14285714285714285
strict_stress_graph,9,actor_l_tullius_montanus,L. Tullius Montanus,3,1,2,34,0.028351023499000025,0.050793650793650794
strict_stress_graph,10,actor_eros,Eros,4,0,4,34,0.025498836225871076,0.0007936507936507937
strict_stress_graph,11,actor_q_axius,Q. Axius,4,0,4,34,0.024473844455610468,0.003968253968253968
strict_stress_graph,12,actor_caerellia,Caerellia,4,1,3,34,0.024369139314695844,0.003439153439153439
strict_stress_graph,13,actor_l_titius_strabo,L. Titius Strabo,3,1,2,34,0.02201687592209562,0.024603174603174603
strict_stress_graph,14,actor_p_cornelius,P. Cornelius,3,1,2,34,0.02201687592209562,0.024603174603174603
strict_stress_graph,15,actor_q_paconius_lepta,Q. Paconius Lepta,1,0,1,3,0.020819951789365635,0.0
strict_stress_graph,16,actor_ser_sulpicius_galba,Ser. Sulpicius Galba,1,0,1,3,0.020819951789365635,0.0
strict_stress_graph,17,actor_hermogenes,Hermogenes,3,0,3,34,0.01977752436553242,0.0007936507936507937
strict_stress_graph,18,actor_plancus,Plancus,2,1,1,34,0.018322804056037756,0.0
strict_stress_graph,19,actor_cluvian_coheirs,Cluvian coheirs,3,1,2,34,0.018106118364426254,0.0
strict_stress_graph,20,actor_brutus,Brutus,2,0,2,34,0.016530283713964308,0.0
strict_stress_graph,21,actor_silius,Silius,2,1,1,34,0.014357022424974972,0.0
strict_stress_graph,22,actor_funisulanus,Funisulanus,2,1,1,34,0.01417189321962117,0.0
strict_stress_graph,23,actor_hortensius,Hortensius,2,1,1,34,0.01417189321962117,0.0
strict_stress_graph,24,actor_q_axius_son,Q. Axius' son,2,1,1,34,0.013954082463610379,0.0
strict_stress_graph,25,actor_meton,Meton,2,0,2,34,0.013931832629829185,0.0
strict_stress_graph,26,actor_l_ligus,L. Ligus,2,0,2,34,0.013844022943806593,0.0
strict_stress_graph,27,actor_pomponia,Pomponia,2,0,2,34,0.013844022943806593,0.0
strict_stress_graph,28,actor_q_titinius,Q. Titinius,2,0,2,34,0.013844022943806593,0.0
strict_stress_graph,29,actor_dolabella,Dolabella,2,1,1,34,0.013675789844011162,0.0
strict_stress_graph,30,actor_caepio,Caepio,2,1,1,34,0.013557208335286768,0.0
strict_stress_graph,31,actor_m_antonius,M. Antonius,2,1,1,34,0.013557208335286768,0.0
strict_stress_graph,32,actor_aurelius,Aurelius,2,1,1,34,0.013525711140345856,0.0
strict_stress_graph,33,actor_ofillius,Ofillius,2,1,1,34,0.013525711140345856,0.0
strict_stress_graph,34,actor_curius,Curius,2,1,1,34,0.01347976602110534,0.0
strict_stress_graph,35,actor_publilius,Publilius,2,1,1,34,0.013406781887888682,0.0
strict_stress_graph,36,actor_terentia,Terentia,1,0,1,34,0.012086844188940278,0.0
strict_stress_graph,37,actor_avianius,Avianius,1,1,0,34,0.008753390530591626,0.0
