variant_name,centrality_rank,node_id,canonical_name,weighted_degree,direct_edge_degree,context_edge_degree,component_size,pagerank,betweenness
stress_records_graph,74,actor_c_scribonius_curio,C. Scribonius Curio,2,0,2,104,0.004989514643558983,0.0
stress_records_graph,75,actor_hermogenes,Hermogenes,3,0,3,104,0.004914222620836982,5.871990604815032e-05
stress_records_graph,76,actor_senate,Senate,2,0,2,104,0.00465449591712642,0.0
stress_records_graph,77,actor_cities_in_asia,cities in Asia,2,1,1,104,0.00465449591712642,0.0
stress_records_graph,78,actor_mylasa_and_alabanda,Mylasa and Alabanda,2,1,1,104,0.004628623246834765,0.0
stress_records_graph,79,actor_procuratores,procuratores,2,0,2,104,0.004628623246834765,0.0
stress_records_graph,80,actor_tullia_s_creditors,Tullia's creditors,3,1,2,104,0.004599284283333462,0.0
stress_records_graph,81,actor_arpinum,Arpinum,3,1,2,104,0.004590092608466921,0.0
stress_records_graph,82,actor_cluvian_coheirs,Cluvian coheirs,3,1,2,104,0.004573260406066844,0.0
stress_records_graph,83,actor_publilius,Publilius,3,2,1,104,0.004573260406066844,0.0
stress_records_graph,84,actor_castricius,Castricius,3,1,2,104,0.004568801653305592,0.0
stress_records_graph,85,actor_servilius,Servilius,2,0,2,104,0.00446081600519848,0.0
stress_records_graph,86,actor_l_culleolus,L. Culleolus,2,0,2,104,0.004460816005198479,0.0
stress_records_graph,87,actor_minucius_thermus,Minucius Thermus,2,0,2,104,0.004426304124587929,0.0
stress_records_graph,88,actor_appius_claudius,Appius Claudius,2,0,2,104,0.004252274010705976,0.0
stress_records_graph,89,actor_matinius,Matinius,2,0,2,104,0.004252274010705976,0.0
stress_records_graph,90,actor_scaptius,Scaptius,2,0,2,104,0.004252274010705976,0.0
stress_records_graph,91,actor_appuleius,Appuleius,2,0,2,104,0.004144703234459887,0.0
stress_records_graph,92,actor_ateius_capito,Ateius Capito,2,0,2,104,0.004121301883294707,0.0
stress_records_graph,93,actor_sardis,Sardis,2,1,1,104,0.004083317999747375,0.0
stress_records_graph,94,actor_c_flavius,C. Flavius,2,1,1,104,0.004014969913679814,0.0
stress_records_graph,95,actor_c_octavius,C. Octavius,2,1,1,104,0.004014969913679814,0.0
stress_records_graph,96,actor_cocceius,Cocceius,2,1,1,104,0.004014969913679814,0.0
stress_records_graph,97,actor_varro,Varro,2,0,2,104,0.004014969913679814,0.0
stress_records_graph,98,actor_city_of_dyrrhachium,city of Dyrrhachium,2,1,1,104,0.004014969913679814,0.0
stress_records_graph,99,actor_city_of_sicyon,city of Sicyon,2,1,1,104,0.004014969913679814,0.0
stress_records_graph,100,actor_fulvia,Fulvia,2,1,1,104,0.003961379546193448,0.0
stress_records_graph,101,actor_cn_sallustius,Cn. Sallustius,2,0,2,104,0.003758552102872581,0.0
stress_records_graph,102,actor_m_laenius,M. Laenius,2,0,2,104,0.003703083910946762,0.0
stress_records_graph,103,actor_crassus_amici,Crassus' amici,1,1,0,104,0.0036677107161340082,0.0
stress_records_graph,104,actor_meton,Meton,2,0,2,104,0.0036518241804886532,0.0
stress_records_graph,105,actor_q_axius_son,Q. Axius' son,2,1,1,104,0.0036387139721781427,0.0
stress_records_graph,106,actor_scribonius_libo,Scribonius Libo,2,1,1,104,0.003545084883771912,0.0
stress_records_graph,107,actor_l_ligus,L. Ligus,2,0,2,104,0.0035406261310106596,0.0
stress_records_graph,108,actor_pomponia,Pomponia,2,0,2,104,0.0035406261310106596,0.0
stress_records_graph,109,actor_q_titinius,Q. Titinius,2,0,2,104,0.0035406261310106596,0.0
stress_records_graph,110,actor_funisulanus,Funisulanus,2,1,1,104,0.003497683979570055,0.0
stress_records_graph,111,actor_hortensius,Hortensius,2,1,1,104,0.003497683979570055,0.0
stress_records_graph,112,actor_caepio,Caepio,2,1,1,104,0.003476393024408725,0.0
stress_records_graph,113,actor_m_antonius,M. Antonius,2,1,1,104,0.003476393024408725,0.0
stress_records_graph,114,actor_amici,amici,2,1,1,104,0.003476393024408725,0.0
stress_records_graph,115,actor_aurelius,Aurelius,2,1,1,104,0.0034384769633523885,0.0
stress_records_graph,116,actor_ofillius,Ofillius,2,1,1,104,0.0034384769633523885,0.0
stress_records_graph,117,actor_numerius_of_puteoli,Numerius of Puteoli,2,1,1,104,0.0034010163356636737,0.0
stress_records_graph,118,actor_patulcius,Patulcius,2,1,1,104,0.0034010163356636737,0.0
