dyad_id,endpoint_a_actor_id,endpoint_b_actor_id,terminal_status,proposal_count,channels,valid_proposal_count,fully_authorizing_proposal_count,authorizing_proposal_id,authorizing_endpoint_a_occurrence_id,authorizing_endpoint_b_occurrence_id,authorizing_endpoint_a_authority,authorizing_endpoint_b_authority,authorizing_endpoint_a_reason,authorizing_endpoint_b_reason,edge_probability_p
DYAD-aa02b6a3cef3c908,ACT-CAERELLIA,ACT-CORNIFICIUS,surviving_candidate,1,financial_shared_neighbor,1,1,29428fede36b14fd36590a1785ee29608ab23ecb638df00e71419465c0e3f582,OCC-ATT-PILOT-0026-LENDER-01,OCC-ATT-PILOT-0025-BORROWER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.46689233105
DYAD-7b080b154ef5e712,ACT-CAERELLIA,ACT-DOLABELLA,surviving_candidate,2,financial_shared_neighbor,2,2,ea6d3610a04cdf5593e0756ee355106252c51b9baa03503f3060dab476738042,OCC-ATT-PILOT-0026-LENDER-01,OCC-ATT-PILOT-0028-BORROWER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.492119044622
DYAD-0737434d90360038,ACT-CAERELLIA,ACT-EGNATIUS-RUFUS,unauthorized_candidate_basis,1,financial_shared_neighbor,0,0,,,,,,,,0
DYAD-b53add6ea57e2bd3,ACT-CAERELLIA,ACT-EROS,surviving_candidate,1,financial_shared_neighbor,1,1,67989521595182dc8a6faa011e1d7122a567fe7a0d6bf4a2378053fa536270c3,OCC-ATT-PILOT-0026-LENDER-01,OCC-ATT-PILOT-0029-THIRD_PARTY-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.526349561993
DYAD-ea5b5675ade809f2,ACT-CAERELLIA,ACT-FABERIUS,already_observed,3,financial_shared_neighbor;within_component,3,3,6e24e98ef122e89a07cee66d2591857a61582144ca2f30c2a33c2440555ae76f,OCC-ATT-PILOT-0026-LENDER-01,OCC-ATT-PILOT-0026-THIRD_PARTY-03,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0
DYAD-7a667fdaebb37786,ACT-CAERELLIA,ACT-FLAMMA,surviving_candidate,2,financial_shared_neighbor,2,2,09a434fb322df378eb7e36b6eb37da837610936f19020a47db1709e7c2b3d422,OCC-ATT-PILOT-0026-LENDER-01,OCC-FAM-PILOT-0005-BORROWER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.492119044622
DYAD-428812a75c2af833,ACT-CAERELLIA,ACT-HERMOGENES,surviving_candidate,1,financial_shared_neighbor,1,1,be3a2260ed24f47af9be493bfee4677ab3e7b90a0e3797588a4c2eeffb98fabb,OCC-ATT-PILOT-0026-LENDER-01,OCC-ATT-PILOT-0012-THIRD_PARTY-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.526349561993
DYAD-405577a5bb35ad9c,ACT-CAERELLIA,ACT-HORTENSIUS,surviving_candidate,1,financial_shared_neighbor,1,1,c88a9a91418274a38e8e4fee2c35e79747a85283ee433be632f8e1c18b558de3,OCC-ATT-PILOT-0026-LENDER-01,OCC-ATT-PILOT-0029-LENDER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.492119044622
DYAD-2115f666859ad492,ACT-CAERELLIA,ACT-IUNIUS,surviving_candidate,1,financial_shared_neighbor,1,1,b4cc42b4c9f3cbe8f58b01c6be59b1ce026ee8a2f02b14ef6ce6999b7891fafa,OCC-ATT-PILOT-0026-LENDER-01,OCC-ATT-PILOT-0025-LENDER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.46689233105
DYAD-32e5f01bf8e71588,ACT-CAERELLIA,ACT-METON,already_observed,2,financial_shared_neighbor;within_component,2,2,837e0c8fd428543ea786ffd0730468e29284b545f3ec180aa1fa7eb0d1f690f0,OCC-ATT-PILOT-0026-LENDER-01,OCC-ATT-PILOT-0026-THIRD_PARTY-02,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0
DYAD-148f0c06393270b3,ACT-CAERELLIA,ACT-OFILLIUS,surviving_candidate,2,financial_shared_neighbor,2,2,7a1a400ef5417f31d6db8b83e7cd47b7a9711c4af67466419b9f59fad40e77d2,OCC-ATT-PILOT-0026-LENDER-01,OCC-FAM-PILOT-0004-LENDER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.492119044622
DYAD-d6dbfc2c3069a155,ACT-CAERELLIA,ACT-PATULCIUS,surviving_candidate,1,financial_shared_neighbor,1,1,ae7b76bf2ead68c767cb9c89417555c5f006d6443ae33408fab8d07dd8fdd072,OCC-ATT-PILOT-0026-LENDER-01,OCC-SEC-STAGED-0076-LENDER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.492119044622
DYAD-182fcb32f9c45cc6,ACT-CAERELLIA,ACT-PUBLILIUS,surviving_candidate,2,financial_shared_neighbor,2,2,606f5b8eb452be588af18f35ff5139732dd7e19aef3467f385d77ab7f4c3fa30,OCC-ATT-PILOT-0026-LENDER-01,OCC-ATT-PILOT-0030-LENDER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.452071906538
DYAD-fabf08efe3971b03,ACT-CAERELLIA,ACT-SCRIBONIUS-LIBO,surviving_candidate,1,financial_shared_neighbor,1,1,957cc2b41b6f3f67775a88d04eda14150cf5fb71cdfed53cc3d6881403e26f5f,OCC-ATT-PILOT-0026-LENDER-01,OCC-SEC-STAGED-0038-BORROWER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.512142613665
DYAD-41430607382d7105,ACT-CAERELLIA,ACT-SILIUS,surviving_candidate,2,financial_shared_neighbor,2,2,5837f191252094f65b8c6bf383420ee87408b9e19948306ad73adaa08ac8e0f0,OCC-ATT-PILOT-0026-LENDER-01,OCC-ATT-PILOT-0011-LENDER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.452071906538
DYAD-1277ba84d11e402d,ACT-CAERELLIA,ACT-TERENTIA,surviving_candidate,1,financial_shared_neighbor,1,1,c6f5ebecc8447abc9cbc50c2ef7c283f343a84adc40f6905a2f0fe08407600b4,OCC-ATT-PILOT-0026-LENDER-01,OCC-ATT-PILOT-0036-LENDER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.492119044622
DYAD-d32c23e936e44fe7,ACT-CAERELLIA,ACT-TIRO,already_observed,5,financial_shared_neighbor;within_component,5,5,21506e07862643fd48f5b2c2c6023e2e3233b0e86106707f4593022aea4a479d,OCC-ATT-PILOT-0026-LENDER-01,OCC-ATT-PILOT-0026-THIRD_PARTY-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0
DYAD-e5ec93e3d74b9193,ACT-CAERELLIA,ACT-VARRO,unauthorized_candidate_basis,1,financial_shared_neighbor,0,0,,,,,,,,0
DYAD-02f1ab5f978e419e,ACT-CAERELLIA,PLH-02dd7626e090cce8,placeholder_endpoint,1,financial_shared_neighbor,1,0,,,,,,,,0
DYAD-d581606383f4bd4a,ACT-CAERELLIA,PLH-3867621eca95f356,placeholder_endpoint,1,financial_shared_neighbor,1,0,,,,,,,,0
DYAD-01dab63efef3328d,ACT-CAERELLIA,PLH-de958647944ebc7a,placeholder_endpoint,2,financial_shared_neighbor,2,0,,,,,,,,0
DYAD-2e3684610ac5f5f5,ACT-CAERELLIA,PLH-e6ace6b73e88d8db,placeholder_endpoint,1,financial_shared_neighbor,0,0,,,,,,,,0
DYAD-ee3e8dd8cfc186a2,ACT-CATO,ACT-YOUNG-LUCULLUS,already_observed,1,within_component,1,1,b43c413d29c1d526d7f3f39b66303d9ce9da4887c0b8f73a2c8d8b41990552c3,OCC-SEC-STAGED-0091-BORROWER-01,OCC-SEC-STAGED-0091-LENDER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0
DYAD-b8f92b480d5b6743,ACT-CICERO,ACT-CICERO,self_loop,17,financial_shared_neighbor;within_component,17,17,0274a472761a6f1c6ff29940b28949fac7e428e54afba7c83085742171160c43,OCC-ATT-PILOT-0014-BORROWER-01,OCC-FAM-PILOT-0005-LENDER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0
DYAD-c1c234fbe7a066fb,ACT-CICERO,ACT-CLUVIAN-COHEIRS,already_observed,6,documentary_shared_neighbor;financial_shared_neighbor;within_component,5,5,31ce2578a05b7644723d09b53f6c9a0558d5baf6168ba1606ec7c11a209ecbfa,OCC-ATT-PILOT-0035-BORROWER-01,OCC-ATT-PILOT-0017-LENDER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0
DYAD-4c184ce22f75a6cd,ACT-CICERO,ACT-COCCEIUS,already_observed,2,documentary_shared_neighbor;within_component,1,1,183a7b40261fe6cfaa46f8a2f4727c7e7c96a5b222b46ecc5719a7ea2d161872,OCC-SEC-STAGED-0053-LENDER-01,OCC-SEC-STAGED-0053-BORROWER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0
DYAD-b9abd6d3d1e17d25,ACT-CICERO,ACT-CORNIFICIUS,already_observed,2,financial_shared_neighbor;within_component,2,2,352d52d7143f7bbfe1ae3045654ab4c897ad09b949c1d30051d057b600dd7d5a,OCC-ATT-PILOT-0025-THIRD_PARTY-01,OCC-ATT-PILOT-0025-BORROWER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0
DYAD-c961d2c3fc03a601,ACT-CICERO,ACT-CORNIFICIUS-PROCURATORS,surviving_candidate,3,financial_shared_neighbor;within_component,3,3,30975a38730a39371d5e7ab1ac95af8d4fff77e4af772afa1259046aa2e12989,OCC-ATT-PILOT-0025-THIRD_PARTY-01,OCC-ATT-PILOT-0025-THIRD_PARTY-03,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0
DYAD-34d791b488cb0859,ACT-CICERO,ACT-DOLABELLA,already_observed,3,financial_shared_neighbor;within_component,3,3,1dc341c06aa307e3de8649090b3cfa87b00713394908c3aba06cf0574a9b868e,OCC-ATT-PILOT-0028-LENDER-01,OCC-ATT-PILOT-0028-BORROWER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0
DYAD-d0ec68c54ce30488,ACT-CICERO,ACT-EGNATIUS-RUFUS,unauthorized_endpoint,2,financial_shared_neighbor;within_component,1,0,,,,,,,,0
DYAD-82671d375974f243,ACT-CICERO,ACT-EROS,already_observed,2,financial_shared_neighbor;within_component,2,2,618ae889e217079c026c7cd1d83033205c649059a0c68e68e04d64fefbbce429,OCC-ATT-PILOT-0029-BORROWER-01,OCC-ATT-PILOT-0029-THIRD_PARTY-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0
DYAD-824ea4e3525852ac,ACT-CICERO,ACT-FABERIUS,already_observed,4,financial_shared_neighbor;within_component,4,4,2efbb09fbc27d9491d8dd0653a7b89e88e471e214a69d2b3589196ed1f4dd565,OCC-ATT-PILOT-0026-BORROWER-01,OCC-ATT-PILOT-0026-THIRD_PARTY-03,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0
DYAD-eafb73fa4b20e42b,ACT-CICERO,ACT-FLAMMA,already_observed,5,financial_shared_neighbor;within_component,5,5,1193d64349e2061fda33cbff22e4f25e1fb00a50717920381e5ebd803b85e973,OCC-FAM-PILOT-0005-LENDER-01,OCC-FAM-PILOT-0005-BORROWER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0
DYAD-5ec203db15a47c9f,ACT-CICERO,ACT-HERMOGENES,already_observed,5,financial_shared_neighbor;within_component,5,5,04c302d053ece84b328e88bcd6b1730ad91dd55ad393c8647b0e900e78c05c4f,OCC-ATT-PILOT-0012-BORROWER-01,OCC-ATT-PILOT-0012-THIRD_PARTY-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0
DYAD-abc19c247d43e840,ACT-CICERO,ACT-HORTENSIUS,already_observed,2,financial_shared_neighbor;within_component,2,2,9f6bf85ca259e21e91a6f81a5f9bfefd1607ce6b61683007b5ec31dec4214f05,OCC-ATT-PILOT-0029-BORROWER-01,OCC-ATT-PILOT-0029-LENDER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0
DYAD-e5847310e90f99c8,ACT-CICERO,ACT-IUNIUS,already_observed,2,financial_shared_neighbor;within_component,2,2,0097238c8a16fcb1e9ff3ba44363c284a0a5a5f563d7f71a276d8646b83a1ae2,OCC-ATT-PILOT-0025-THIRD_PARTY-01,OCC-ATT-PILOT-0025-LENDER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0
DYAD-673192a4dc0d2350,ACT-CICERO,ACT-METON,already_observed,2,financial_shared_neighbor;within_component,2,2,7d80e6f759b99c566f8a13cdcbe5b4c0aa7184f9c2f7cf804833ff5f9660ca74,OCC-ATT-PILOT-0026-BORROWER-01,OCC-ATT-PILOT-0026-THIRD_PARTY-02,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0
DYAD-31bb50b326dc8940,ACT-CICERO,ACT-OFILLIUS,already_observed,5,financial_shared_neighbor;within_component,5,5,2de766db0fcf00d867b229e28b22d7cf3de61b4ed751bfa3fada0c45a6ad1159,OCC-FAM-PILOT-0004-BORROWER-01,OCC-FAM-PILOT-0004-LENDER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0
DYAD-d978d01f6aa344f1,ACT-CICERO,ACT-PATULCIUS,already_observed,5,financial_shared_neighbor;within_component,5,5,0103bcc8d091ceef58ff133abe46ae558e4259c0e195846d49b620731ffce8d7,OCC-ATT-PILOT-0036-BORROWER-01,OCC-SEC-STAGED-0076-LENDER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0
DYAD-e7a82c5ddbef84bc,ACT-CICERO,ACT-PUBLILIUS,already_observed,8,financial_shared_neighbor;within_component,8,8,186003e9cbd2fa8d4d52a4dc792d995a4cee1ceb4aeee12454910584f8c99e82,OCC-ATT-PILOT-0035-BORROWER-01,OCC-ATT-PILOT-0030-LENDER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0
DYAD-a0fb76cc559ec6c0,ACT-CICERO,ACT-SCRIBONIUS-LIBO,already_observed,2,documentary_shared_neighbor;within_component,1,1,0e582498b120303edd5ab9a22e743038c5cb05d4d473683251163b1de62f2b8d,OCC-SEC-STAGED-0038-LENDER-01,OCC-SEC-STAGED-0038-BORROWER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0
DYAD-1752ec7420ef1a1a,ACT-CICERO,ACT-SILIUS,already_observed,5,financial_shared_neighbor;within_component,5,5,0091f014f8c9153d60ceba280f96cb09fbc092a9f1eac775835988bb2c14108a,OCC-ATT-PILOT-0011-BORROWER-01,OCC-ATT-PILOT-0012-LENDER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0
DYAD-bf987036f30174b5,ACT-CICERO,ACT-TERENTIA,already_observed,5,financial_shared_neighbor;within_component,5,5,0eb33a4064410a32680983df81cdcac77873c371c11a7aacaa6b579072ccac5f,OCC-ATT-PILOT-0017-BORROWER-01,OCC-ATT-PILOT-0036-LENDER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0
DYAD-ba73eac3389bb270,ACT-CICERO,ACT-TIRO,already_observed,9,financial_shared_neighbor;within_component,9,9,0b06ca43a214e7407eb9a412dfef9c6a80632dadbafebb455b8c3af518ddb1f3,OCC-FAM-PILOT-0004-BORROWER-01,OCC-FAM-PILOT-0004-THIRD_PARTY-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0
DYAD-220fbe013f383ef4,ACT-CICERO,ACT-TULLIUS-MONTANUS,unauthorized_candidate_basis,1,financial_shared_neighbor,0,0,,,,,,,,0
DYAD-747fc17f96713cd1,ACT-CICERO,ACT-VARRO,unauthorized_endpoint,2,financial_shared_neighbor;within_component,1,0,,,,,,,,0
DYAD-a55eaacda8f0a1d2,ACT-CICERO,PLH-02dd7626e090cce8,placeholder_endpoint,3,financial_shared_neighbor;within_component,3,0,,,,,,,,0
DYAD-eda0fa7791bd4e7e,ACT-CICERO,PLH-3867621eca95f356,placeholder_endpoint,5,financial_shared_neighbor;within_component,5,0,,,,,,,,0
DYAD-de7dd3ffcd47d0f4,ACT-CICERO,PLH-b0c742e0f412ff74,placeholder_endpoint,1,financial_shared_neighbor,0,0,,,,,,,,0
DYAD-d2c12fe2104cd7df,ACT-CICERO,PLH-de958647944ebc7a,placeholder_endpoint,5,financial_shared_neighbor;within_component,5,0,,,,,,,,0
DYAD-e5c733dff7266d43,ACT-CICERO,PLH-e6ace6b73e88d8db,placeholder_endpoint,2,financial_shared_neighbor;within_component,1,0,,,,,,,,0
DYAD-5be5d853693a5e1a,ACT-CLUVIAN-COHEIRS,ACT-COCCEIUS,surviving_candidate,1,financial_shared_neighbor,1,1,ebe130785282aa4d762ddbb1fffc4e8482b8b0bda775684da77ad33937e536ab,OCC-ATT-PILOT-0017-LENDER-01,OCC-SEC-STAGED-0053-BORROWER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.539814250494
DYAD-945e5d50bf81dece,ACT-CLUVIAN-COHEIRS,ACT-CORNIFICIUS,surviving_candidate,1,financial_shared_neighbor,1,1,39d0774b14947998d27c108496074aa0262eb001429a94dd9e53da48822ecd2b,OCC-ATT-PILOT-0017-LENDER-01,OCC-ATT-PILOT-0025-BORROWER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.492119044622
DYAD-445380fe2708aa65,ACT-CLUVIAN-COHEIRS,ACT-DOLABELLA,surviving_candidate,1,financial_shared_neighbor,1,1,d162ea366a80f0df12e24b2a4243c7e4871c72150364a2a96e66d77b81e10283,OCC-ATT-PILOT-0017-LENDER-01,OCC-ATT-PILOT-0028-BORROWER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.518708785675
DYAD-fa683d96722a8e3b,ACT-CLUVIAN-COHEIRS,ACT-EGNATIUS-RUFUS,unauthorized_candidate_basis,1,financial_shared_neighbor,0,0,,,,,,,,0
DYAD-e5d3e73225d5a86f,ACT-CLUVIAN-COHEIRS,ACT-EROS,surviving_candidate,1,financial_shared_neighbor,1,1,291be6fc9d7a45563f7d85a369ac0533a4921bf9720b239b6b422065c9a26048,OCC-ATT-PILOT-0017-LENDER-01,OCC-ATT-PILOT-0029-THIRD_PARTY-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.554788816091
DYAD-b282ba2f0318b1af,ACT-CLUVIAN-COHEIRS,ACT-FABERIUS,surviving_candidate,2,financial_shared_neighbor,2,2,6377d7f93a3f4ca47badb913793884f7428a6956089e1901dd1474e0ccd498c0,OCC-ATT-PILOT-0017-LENDER-01,OCC-ATT-PILOT-0026-THIRD_PARTY-03,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.476497856039
DYAD-abf330cda2cdf12e,ACT-CLUVIAN-COHEIRS,ACT-FLAMMA,surviving_candidate,1,financial_shared_neighbor,1,1,a906c7b9d135754823e7677c05509f0bdb27a0841de448423ba9503981b6f29a,OCC-ATT-PILOT-0017-LENDER-01,OCC-FAM-PILOT-0005-BORROWER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.518708785675
DYAD-42227e1d431c343d,ACT-CLUVIAN-COHEIRS,ACT-HERMOGENES,surviving_candidate,1,financial_shared_neighbor,1,1,8563e6e1bfd1562d12eb7e5b4be83fd8fcb19643cc96cce24610dd5fa1c85453,OCC-ATT-PILOT-0017-LENDER-01,OCC-ATT-PILOT-0012-THIRD_PARTY-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.554788816091
DYAD-2fd13afd2623a4a3,ACT-CLUVIAN-COHEIRS,ACT-HORTENSIUS,surviving_candidate,1,financial_shared_neighbor,1,1,de42097195a46f9dc14ec2dcd738bfe3f323f482a9bfe98d5e6db1d9a07e8834,OCC-ATT-PILOT-0017-LENDER-01,OCC-ATT-PILOT-0029-LENDER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.518708785675
DYAD-ebb8f54bde9e227e,ACT-CLUVIAN-COHEIRS,ACT-IUNIUS,surviving_candidate,1,financial_shared_neighbor,1,1,711da69c4780e5c1b7a70531f8f1b251e3130a91c96a4645fa6414239d36a827,OCC-ATT-PILOT-0017-LENDER-01,OCC-ATT-PILOT-0025-LENDER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.492119044622
DYAD-ea828ba9518d6ffe,ACT-CLUVIAN-COHEIRS,ACT-METON,surviving_candidate,1,financial_shared_neighbor,1,1,ae4a39a05f44d4c6aa3e81e57052ee4e8f4dd2436f4c909576debe86168a83de,OCC-ATT-PILOT-0017-LENDER-01,OCC-ATT-PILOT-0026-THIRD_PARTY-02,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.554788816091
DYAD-743bec5514fc92b0,ACT-CLUVIAN-COHEIRS,ACT-OFILLIUS,surviving_candidate,1,financial_shared_neighbor,1,1,3ae46ded7666810ac731ca64a4a932abcbc960d33dfe52b571a1ad29d85b1aa9,OCC-ATT-PILOT-0017-LENDER-01,OCC-FAM-PILOT-0004-LENDER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.518708785675
DYAD-7247cd768298c038,ACT-CLUVIAN-COHEIRS,ACT-PATULCIUS,surviving_candidate,2,financial_shared_neighbor,2,2,7bf1a0f650b93c281bfbdf24df063cacc68cc9498190c2dc81c07ff586c2c431,OCC-ATT-PILOT-0017-LENDER-01,OCC-SEC-STAGED-0076-LENDER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.518708785675
DYAD-b771962db5f60a00,ACT-CLUVIAN-COHEIRS,ACT-PUBLILIUS,surviving_candidate,3,financial_shared_neighbor,3,3,108e1a4ce817489a4fa0224408d54656a604b0b953573e07d5f713ffae870708,OCC-ATT-PILOT-0017-LENDER-01,OCC-ATT-PILOT-0035-LENDER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.476497856039
DYAD-f3bbe6fc05337303,ACT-CLUVIAN-COHEIRS,ACT-SCRIBONIUS-LIBO,surviving_candidate,1,financial_shared_neighbor,1,1,6902dcafd5bc268891c006814a7fd8171ae7cc4179ded06dcf8cfe48b6410992,OCC-ATT-PILOT-0017-LENDER-01,OCC-SEC-STAGED-0038-BORROWER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.539814250494
DYAD-b3e66e980c26e09b,ACT-CLUVIAN-COHEIRS,ACT-SILIUS,surviving_candidate,2,financial_shared_neighbor,2,2,5b5cec68c5287c6a5726d67b21bba9c4835e0901cfa83910897c60669ccd318f,OCC-ATT-PILOT-0017-LENDER-01,OCC-ATT-PILOT-0012-LENDER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.476497856039
DYAD-8d939032978b507c,ACT-CLUVIAN-COHEIRS,ACT-TERENTIA,surviving_candidate,2,financial_shared_neighbor,2,2,01f48fcd7fbfcecbdcdf957b46b44e7c8daade6460bf0da73624c14fd50b7615,OCC-ATT-PILOT-0017-LENDER-01,OCC-ATT-PILOT-0036-LENDER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.518708785675
DYAD-66d71cd7070622dc,ACT-CLUVIAN-COHEIRS,ACT-TIRO,surviving_candidate,4,financial_shared_neighbor,4,4,1907a8a27016e1b984b7fbb6af01198025b14a30c952d22ceef793e4c752d439,OCC-ATT-PILOT-0017-LENDER-01,OCC-FAM-PILOT-0005-THIRD_PARTY-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.387238343516
DYAD-9ca7f9dde6a7fc83,ACT-CLUVIAN-COHEIRS,ACT-VARRO,unauthorized_candidate_basis,1,financial_shared_neighbor,0,0,,,,,,,,0
DYAD-9d46c7c6770be761,ACT-CLUVIAN-COHEIRS,PLH-02dd7626e090cce8,placeholder_endpoint,1,financial_shared_neighbor,1,0,,,,,,,,0
