dyad_id,endpoint_a_actor_id,endpoint_b_actor_id,terminal_status,proposal_count,channels,valid_proposal_count,fully_authorizing_proposal_count,authorizing_proposal_id,authorizing_endpoint_a_occurrence_id,authorizing_endpoint_b_occurrence_id,authorizing_endpoint_a_authority,authorizing_endpoint_b_authority,authorizing_endpoint_a_reason,authorizing_endpoint_b_reason,edge_probability_p
DYAD-940dc299735cac47,ACT-CLUVIAN-COHEIRS,PLH-3867621eca95f356,placeholder_endpoint,2,financial_shared_neighbor,2,0,,,,,,,,0
DYAD-c33184647b85e649,ACT-CLUVIAN-COHEIRS,PLH-de958647944ebc7a,placeholder_endpoint,1,financial_shared_neighbor,1,0,,,,,,,,0
DYAD-54eb8614d81a3139,ACT-CLUVIAN-COHEIRS,PLH-e6ace6b73e88d8db,placeholder_endpoint,2,financial_shared_neighbor;within_component,1,0,,,,,,,,0
DYAD-5f7e609d885197cd,ACT-COCCEIUS,ACT-CORNIFICIUS,surviving_candidate,1,financial_shared_neighbor,1,1,806f412d2497df7786a1710cf7cebae2661b30ed05bb5d7297f5d58ba0294463,OCC-SEC-STAGED-0053-BORROWER-01,OCC-ATT-PILOT-0025-BORROWER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.512142613665
DYAD-2673c9a9ab6a377e,ACT-COCCEIUS,ACT-DOLABELLA,surviving_candidate,1,financial_shared_neighbor,1,1,c872d1b195609cf2d9e5228d6769219ba8e2031b919e14f2445c0ac11fc25b73,OCC-SEC-STAGED-0053-BORROWER-01,OCC-ATT-PILOT-0028-BORROWER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.539814250494
DYAD-b3c27e2286b27f86,ACT-COCCEIUS,ACT-EGNATIUS-RUFUS,unauthorized_candidate_basis,1,financial_shared_neighbor,0,0,,,,,,,,0
DYAD-0c7c6dd7c7a15eba,ACT-COCCEIUS,ACT-EROS,surviving_candidate,1,financial_shared_neighbor,1,1,80b85eb94878ea6c94f36a93a0d6b3d16d8de502c533bec1e4af101dc65028ba,OCC-SEC-STAGED-0053-BORROWER-01,OCC-ATT-PILOT-0029-THIRD_PARTY-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.577362322003
DYAD-4d038bf1b6f13667,ACT-COCCEIUS,ACT-FABERIUS,surviving_candidate,2,financial_shared_neighbor,2,2,4d6c99ec4bf357eaa9649448be06fa01e25b747a5231ef97b9443ddaf7d5a676,OCC-SEC-STAGED-0053-BORROWER-01,OCC-ATT-PILOT-0026-THIRD_PARTY-03,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.49588582288
DYAD-9ab3705404f2d0ef,ACT-COCCEIUS,ACT-FLAMMA,surviving_candidate,1,financial_shared_neighbor,1,1,236f248a8fd107f2089105a65b892ac559a9d6a417f7816695e054066001a7b3,OCC-SEC-STAGED-0053-BORROWER-01,OCC-FAM-PILOT-0005-BORROWER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.539814250494
DYAD-df8695f56b281030,ACT-COCCEIUS,ACT-HERMOGENES,surviving_candidate,1,financial_shared_neighbor,1,1,fe70b42a8075a503de0c6a9d0dff088943a285f5524e52e21932a8239680c8f5,OCC-SEC-STAGED-0053-BORROWER-01,OCC-ATT-PILOT-0012-THIRD_PARTY-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.577362322003
DYAD-f88d768b95ca4498,ACT-COCCEIUS,ACT-HORTENSIUS,surviving_candidate,1,financial_shared_neighbor,1,1,cf783c961e32a99aafc87e3f29a48921da4d5467b831cd6746a885b15fbd91ca,OCC-SEC-STAGED-0053-BORROWER-01,OCC-ATT-PILOT-0029-LENDER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.539814250494
DYAD-dc5859b71f3ff67a,ACT-COCCEIUS,ACT-IUNIUS,surviving_candidate,1,financial_shared_neighbor,1,1,3115c457fe41451a4a13b997f3aaa56eb18f00d7fc2f3aed004200d988577293,OCC-SEC-STAGED-0053-BORROWER-01,OCC-ATT-PILOT-0025-LENDER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.512142613665
DYAD-16e9a24af759ad83,ACT-COCCEIUS,ACT-METON,surviving_candidate,1,financial_shared_neighbor,1,1,40b7bf2971ab7222b96f8c0de6a5e16222e0b4c64e8c50dcd7af1b6b0dd5ee3d,OCC-SEC-STAGED-0053-BORROWER-01,OCC-ATT-PILOT-0026-THIRD_PARTY-02,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.577362322003
DYAD-b4bfc38d4ce1b84b,ACT-COCCEIUS,ACT-OFILLIUS,surviving_candidate,1,financial_shared_neighbor,1,1,23e5b7ff358e4a1e2d49f53f4e8a7e576029159f4fb61e267f0c79b74c93ae34,OCC-SEC-STAGED-0053-BORROWER-01,OCC-FAM-PILOT-0004-LENDER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.539814250494
DYAD-23c86a1af876023e,ACT-COCCEIUS,ACT-PATULCIUS,surviving_candidate,1,financial_shared_neighbor,1,1,a0b6dcac98b54657b2813020e4281d431704185e85bb4c7a9dbb75ca0abc664b,OCC-SEC-STAGED-0053-BORROWER-01,OCC-SEC-STAGED-0076-LENDER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.539814250494
DYAD-7a3035c4d5258862,ACT-COCCEIUS,ACT-PUBLILIUS,surviving_candidate,2,financial_shared_neighbor,2,2,a2e15c53b66e0005e6e8bbee19cb745b9a1246474063d3cadee8ab0cb53cbae4,OCC-SEC-STAGED-0053-BORROWER-01,OCC-ATT-PILOT-0030-LENDER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.49588582288
DYAD-dd3735107812774c,ACT-COCCEIUS,ACT-SCRIBONIUS-LIBO,surviving_candidate,1,financial_shared_neighbor,1,1,03f92da72938b7da7a0f58a087a52b07d5185454f51fefbe84390a04a3e1b589,OCC-SEC-STAGED-0053-BORROWER-01,OCC-SEC-STAGED-0038-BORROWER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.561778464301
DYAD-fedbc4cae5d4f351,ACT-COCCEIUS,ACT-SILIUS,surviving_candidate,2,financial_shared_neighbor,2,2,7bf9f8de96cbacbec3615b76f43ad8697ade962c889ba37cf7a6560f348795f8,OCC-SEC-STAGED-0053-BORROWER-01,OCC-ATT-PILOT-0012-LENDER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.49588582288
DYAD-b4deb62f727b6108,ACT-COCCEIUS,ACT-TERENTIA,surviving_candidate,1,financial_shared_neighbor,1,1,88f8cbf2098c9340670d276f8d88009ca114f5f6df9df4053924d14cc465c75f,OCC-SEC-STAGED-0053-BORROWER-01,OCC-ATT-PILOT-0036-LENDER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.539814250494
DYAD-c42dbd2f5b7a9824,ACT-COCCEIUS,ACT-TIRO,surviving_candidate,4,financial_shared_neighbor,4,4,014c0742be227772fc6406faa73c5adb94fe22db83eb69ea0e803a0abbe04085,OCC-SEC-STAGED-0053-BORROWER-01,OCC-FAM-PILOT-0004-THIRD_PARTY-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.402994477712
DYAD-9ebfc364dd01a719,ACT-COCCEIUS,ACT-VARRO,unauthorized_endpoint,2,financial_shared_neighbor;within_component,1,0,,,,,,,,0
DYAD-d763a4149ed01ac9,ACT-COCCEIUS,PLH-02dd7626e090cce8,placeholder_endpoint,1,financial_shared_neighbor,1,0,,,,,,,,0
DYAD-f60c6b2981e944e0,ACT-COCCEIUS,PLH-3867621eca95f356,placeholder_endpoint,1,financial_shared_neighbor,1,0,,,,,,,,0
DYAD-43f94950e95639fb,ACT-COCCEIUS,PLH-de958647944ebc7a,placeholder_endpoint,1,financial_shared_neighbor,1,0,,,,,,,,0
DYAD-b228f0753c13790a,ACT-COCCEIUS,PLH-e6ace6b73e88d8db,placeholder_endpoint,1,financial_shared_neighbor,0,0,,,,,,,,0
DYAD-0a70b67e5c07eca5,ACT-CORNIFICIUS,ACT-CORNIFICIUS-PROCURATORS,already_observed,2,financial_shared_neighbor;within_component,2,2,3063b0822f66c1f087f5edbaa446d39bf17a8a570132bdb72a787eda6f7db423,OCC-ATT-PILOT-0025-BORROWER-01,OCC-ATT-PILOT-0025-THIRD_PARTY-03,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0
DYAD-ddb57f35baecce6e,ACT-CORNIFICIUS,ACT-DOLABELLA,surviving_candidate,1,financial_shared_neighbor,1,1,d3d50eb4518589378bc4e1430e4717f42555693ee0e4724d739bf880e6aa1a3a,OCC-ATT-PILOT-0025-BORROWER-01,OCC-ATT-PILOT-0028-BORROWER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.492119044622
DYAD-3171a3274229241e,ACT-CORNIFICIUS,ACT-EGNATIUS-RUFUS,unauthorized_candidate_basis,1,financial_shared_neighbor,0,0,,,,,,,,0
DYAD-63dcfe61b97c516b,ACT-CORNIFICIUS,ACT-EROS,surviving_candidate,1,financial_shared_neighbor,1,1,9a0a133f3445bbba1d2a35aafddaa76a4a28211fa03d20faef00586fed392da9,OCC-ATT-PILOT-0025-BORROWER-01,OCC-ATT-PILOT-0029-THIRD_PARTY-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.526349561993
DYAD-cf141060b0f3641a,ACT-CORNIFICIUS,ACT-FABERIUS,surviving_candidate,2,financial_shared_neighbor,2,2,8fa1141ca246a9e3a8182b46d618b4759f5784ca2895f84064ee184f4456dc77,OCC-ATT-PILOT-0025-BORROWER-01,OCC-ATT-PILOT-0026-THIRD_PARTY-03,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.452071906538
DYAD-d38f33bd1dd2eed1,ACT-CORNIFICIUS,ACT-FLAMMA,surviving_candidate,1,financial_shared_neighbor,1,1,59b837451fddfc83c9a56471d5cbe828326f602f4388ee8e84aae74c5b23eae0,OCC-ATT-PILOT-0025-BORROWER-01,OCC-FAM-PILOT-0005-BORROWER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.492119044622
DYAD-70e2eec3e18d755c,ACT-CORNIFICIUS,ACT-HERMOGENES,surviving_candidate,1,financial_shared_neighbor,1,1,3fe4c633e54d04fe79a68e75dc88c3e6db6f940ae9ce31c79faeff1091a63f14,OCC-ATT-PILOT-0025-BORROWER-01,OCC-ATT-PILOT-0012-THIRD_PARTY-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.526349561993
DYAD-d17588449c6ec977,ACT-CORNIFICIUS,ACT-HORTENSIUS,surviving_candidate,1,financial_shared_neighbor,1,1,b3e8db12c208eaf55f12427668527e110aa75e4c5b2dbfaaf7fb6c116d8daae2,OCC-ATT-PILOT-0025-BORROWER-01,OCC-ATT-PILOT-0029-LENDER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.492119044622
DYAD-9593de7ef3436156,ACT-CORNIFICIUS,ACT-IUNIUS,already_observed,4,financial_shared_neighbor;within_component,4,4,602b049c2bf52aca581064063157452e42971f7855bef47d56c134606428e647,OCC-ATT-PILOT-0025-BORROWER-01,OCC-ATT-PILOT-0025-LENDER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0
DYAD-ee76bf632fd60709,ACT-CORNIFICIUS,ACT-METON,surviving_candidate,1,financial_shared_neighbor,1,1,53fa0fc9feba5f74323e4cf30f76b3216e3ee9acf72b3680ba1c4e0839b0d809,OCC-ATT-PILOT-0025-BORROWER-01,OCC-ATT-PILOT-0026-THIRD_PARTY-02,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.526349561993
DYAD-1a75fd31cf0ef2b0,ACT-CORNIFICIUS,ACT-OFILLIUS,surviving_candidate,1,financial_shared_neighbor,1,1,cd30a5d5d97060c0fc228ba83ef6b3a785d955e92468a57323d4d7652077621c,OCC-ATT-PILOT-0025-BORROWER-01,OCC-FAM-PILOT-0004-LENDER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.492119044622
DYAD-97663744eb730704,ACT-CORNIFICIUS,ACT-PATULCIUS,surviving_candidate,1,financial_shared_neighbor,1,1,e8e8914e3706dd059b6234926fb687abc3574bf7a9d1ea0a1b5bb4c82ee8d5bd,OCC-ATT-PILOT-0025-BORROWER-01,OCC-SEC-STAGED-0076-LENDER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.492119044622
DYAD-3e242bef35949bf1,ACT-CORNIFICIUS,ACT-PUBLILIUS,surviving_candidate,2,financial_shared_neighbor,2,2,8cc86ee528f54e18a54c185dcf755ade6dd6725d6c632459842e5c416d06ce80,OCC-ATT-PILOT-0025-BORROWER-01,OCC-ATT-PILOT-0035-LENDER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.452071906538
DYAD-fc6b7b89d2d8f2f0,ACT-CORNIFICIUS,ACT-SCRIBONIUS-LIBO,surviving_candidate,1,financial_shared_neighbor,1,1,b5438ad15078b841c960572eca3cda697565425cd2d55c26f63af17711e77ee7,OCC-ATT-PILOT-0025-BORROWER-01,OCC-SEC-STAGED-0038-BORROWER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.512142613665
DYAD-1636aa34fa985586,ACT-CORNIFICIUS,ACT-SILIUS,surviving_candidate,2,financial_shared_neighbor,2,2,412d71a55e1b2bce7aec92c10bd0d60c27275ad7b0fefd22048f5af1713a5aa1,OCC-ATT-PILOT-0025-BORROWER-01,OCC-ATT-PILOT-0011-LENDER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.452071906538
DYAD-fe82e170ddf3c024,ACT-CORNIFICIUS,ACT-TERENTIA,surviving_candidate,1,financial_shared_neighbor,1,1,8a7f2a0b2ace1384f2de2adb76b59eda0b1877aa4cc65a154146908b9dcb959c,OCC-ATT-PILOT-0025-BORROWER-01,OCC-ATT-PILOT-0036-LENDER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.492119044622
DYAD-8327d3be68cd2521,ACT-CORNIFICIUS,ACT-TIRO,surviving_candidate,4,financial_shared_neighbor,4,4,2543c21f888ec999b3810892600db6876968171c135ffc1863d637cd398f093a,OCC-ATT-PILOT-0025-BORROWER-01,OCC-FAM-PILOT-0004-THIRD_PARTY-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.367387962022
DYAD-28d82312e15c45ce,ACT-CORNIFICIUS,ACT-VARRO,unauthorized_candidate_basis,1,financial_shared_neighbor,0,0,,,,,,,,0
DYAD-74f0f5c5228b397b,ACT-CORNIFICIUS,PLH-02dd7626e090cce8,placeholder_endpoint,1,financial_shared_neighbor,1,0,,,,,,,,0
DYAD-f0bb163e62a066d0,ACT-CORNIFICIUS,PLH-3867621eca95f356,placeholder_endpoint,1,financial_shared_neighbor,1,0,,,,,,,,0
DYAD-2d5aae9f3f3f7840,ACT-CORNIFICIUS,PLH-de958647944ebc7a,placeholder_endpoint,1,financial_shared_neighbor,1,0,,,,,,,,0
DYAD-030a0227eaf4058a,ACT-CORNIFICIUS,PLH-e6ace6b73e88d8db,placeholder_endpoint,1,financial_shared_neighbor,0,0,,,,,,,,0
DYAD-69b356bf3a269338,ACT-CORNIFICIUS-PROCURATORS,ACT-IUNIUS,already_observed,2,financial_shared_neighbor;within_component,2,2,681f0f916599e545d4305771fca05049b46058f555425ef0fae9956576346123,OCC-ATT-PILOT-0025-THIRD_PARTY-03,OCC-ATT-PILOT-0025-LENDER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0
DYAD-afc480f4708326eb,ACT-DOLABELLA,ACT-EGNATIUS-RUFUS,unauthorized_candidate_basis,1,financial_shared_neighbor,0,0,,,,,,,,0
DYAD-ffc1f355401a96cf,ACT-DOLABELLA,ACT-EROS,surviving_candidate,1,financial_shared_neighbor,1,1,4cd509077893432b8ce7716c9adf3380d48cafb6a77679354a756e1c6081707c,OCC-ATT-PILOT-0028-BORROWER-01,OCC-ATT-PILOT-0029-THIRD_PARTY-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.554788816091
DYAD-f2e2bb524e11c488,ACT-DOLABELLA,ACT-FABERIUS,already_observed,3,financial_shared_neighbor;within_component,3,3,1b5ba7c9f2cb52dcefbd96f0b1106e30faf51d8608e24cbf259504ad2a758151,OCC-ATT-PILOT-0028-BORROWER-01,OCC-ATT-PILOT-0026-THIRD_PARTY-03,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0
DYAD-b88a9f6f111449b1,ACT-DOLABELLA,ACT-FLAMMA,surviving_candidate,1,financial_shared_neighbor,1,1,bf55db125bad29fa567461d9e6e2db589e4aa3dcd5893ec13b765d5bc4a9ab26,OCC-ATT-PILOT-0028-BORROWER-01,OCC-FAM-PILOT-0005-BORROWER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.518708785675
DYAD-78d7517ee1f2ae15,ACT-DOLABELLA,ACT-HERMOGENES,surviving_candidate,1,financial_shared_neighbor,1,1,c8f55e61e1d90e94fac5ceb6e6fbd443bf2b30a1be4ba3e64a2c77b384bd0bb3,OCC-ATT-PILOT-0028-BORROWER-01,OCC-ATT-PILOT-0012-THIRD_PARTY-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.554788816091
DYAD-a72f5285c940b9fd,ACT-DOLABELLA,ACT-HORTENSIUS,surviving_candidate,1,financial_shared_neighbor,1,1,c8abe7f2522027b3494cb07421384bc03869d10b6010c695df6eac3058bce1c6,OCC-ATT-PILOT-0028-BORROWER-01,OCC-ATT-PILOT-0029-LENDER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.518708785675
DYAD-d6e5ce42065d8b17,ACT-DOLABELLA,ACT-IUNIUS,surviving_candidate,1,financial_shared_neighbor,1,1,4c2ef162383388fad67c1abe0a53f117da92fbf72e32b94b03570625a9ba6b5d,OCC-ATT-PILOT-0028-BORROWER-01,OCC-ATT-PILOT-0025-LENDER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.492119044622
DYAD-9cb82f2686319e66,ACT-DOLABELLA,ACT-METON,surviving_candidate,1,financial_shared_neighbor,1,1,b5fed907f900b9bff5c42d855745b97eece7240b1018f5689987189e197ddaf6,OCC-ATT-PILOT-0028-BORROWER-01,OCC-ATT-PILOT-0026-THIRD_PARTY-02,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.554788816091
DYAD-a0ee17f8c3cb10ca,ACT-DOLABELLA,ACT-OFILLIUS,surviving_candidate,1,financial_shared_neighbor,1,1,ac314fcdadc94bbfc2dad48461aaf00e01d745e2ead35bddc3a19d59c38f5a47,OCC-ATT-PILOT-0028-BORROWER-01,OCC-FAM-PILOT-0004-LENDER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.518708785675
DYAD-2e1de2abb7c32d97,ACT-DOLABELLA,ACT-PATULCIUS,surviving_candidate,1,financial_shared_neighbor,1,1,9fd831552e1e035cce6d808845a97f6e0e11680f263d0e0123bdd816371391cd,OCC-ATT-PILOT-0028-BORROWER-01,OCC-SEC-STAGED-0076-LENDER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.518708785675
DYAD-bf6be1b758d9bf4d,ACT-DOLABELLA,ACT-PUBLILIUS,surviving_candidate,2,financial_shared_neighbor,2,2,020879da35f3a5fb85ab796a6917e9e67852200c36d35b3de0062065153a1aa1,OCC-ATT-PILOT-0028-BORROWER-01,OCC-ATT-PILOT-0030-LENDER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.476497856039
DYAD-121d732cbf9236c0,ACT-DOLABELLA,ACT-SCRIBONIUS-LIBO,surviving_candidate,1,financial_shared_neighbor,1,1,823b85b54a722625dc8c2ead23e3b87a33b503de06fd128e2c4d137cf72d6038,OCC-ATT-PILOT-0028-BORROWER-01,OCC-SEC-STAGED-0038-BORROWER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.539814250494
DYAD-9473cf60b9e9ca82,ACT-DOLABELLA,ACT-SILIUS,surviving_candidate,2,financial_shared_neighbor,2,2,0df24a194e8180fd27fb12fbdcdc988d4f0a014251851d64d4a5f2f2da9a5846,OCC-ATT-PILOT-0028-BORROWER-01,OCC-ATT-PILOT-0011-LENDER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.476497856039
DYAD-07680d3274a9fe2e,ACT-DOLABELLA,ACT-TERENTIA,surviving_candidate,1,financial_shared_neighbor,1,1,e15d7686b7e1d299ce74bd3e0fee476dffed136835353d126f8c7a2e662703f3,OCC-ATT-PILOT-0028-BORROWER-01,OCC-ATT-PILOT-0036-LENDER-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.518708785675
DYAD-a268442640fe9b55,ACT-DOLABELLA,ACT-TIRO,surviving_candidate,4,financial_shared_neighbor,4,4,4415a7f94282ac0b2dc49046150bf1c788bc9478ad899449d7c6f9e76ad78586,OCC-ATT-PILOT-0028-BORROWER-01,OCC-ATT-PILOT-0026-THIRD_PARTY-01,revision5_occurrence_rule,revision5_occurrence_rule,financial_named_occurrence_on_valid_seed_basis,financial_named_occurrence_on_valid_seed_basis,0.387238343516
DYAD-35c832e5c8a73420,ACT-DOLABELLA,ACT-VARRO,unauthorized_candidate_basis,1,financial_shared_neighbor,0,0,,,,,,,,0
DYAD-8c527cabac856ef8,ACT-DOLABELLA,PLH-02dd7626e090cce8,placeholder_endpoint,1,financial_shared_neighbor,1,0,,,,,,,,0
DYAD-d44be5772dad8094,ACT-DOLABELLA,PLH-3867621eca95f356,placeholder_endpoint,1,financial_shared_neighbor,1,0,,,,,,,,0
DYAD-c2e33bc1a20e38ad,ACT-DOLABELLA,PLH-de958647944ebc7a,placeholder_endpoint,1,financial_shared_neighbor,1,0,,,,,,,,0
DYAD-9c47c4c2b207b619,ACT-DOLABELLA,PLH-e6ace6b73e88d8db,placeholder_endpoint,1,financial_shared_neighbor,0,0,,,,,,,,0
DYAD-f10d3edf23b7b862,ACT-EGNATIUS-RUFUS,ACT-EROS,unauthorized_candidate_basis,1,financial_shared_neighbor,0,0,,,,,,,,0
DYAD-0d84f3830a31431a,ACT-EGNATIUS-RUFUS,ACT-FABERIUS,unauthorized_candidate_basis,2,financial_shared_neighbor,0,0,,,,,,,,0
DYAD-3395b4fc1baf4059,ACT-EGNATIUS-RUFUS,ACT-FLAMMA,unauthorized_candidate_basis,1,financial_shared_neighbor,0,0,,,,,,,,0
DYAD-7fe6af5ec9ce0b45,ACT-EGNATIUS-RUFUS,ACT-HERMOGENES,unauthorized_candidate_basis,1,financial_shared_neighbor,0,0,,,,,,,,0
DYAD-8edfa3e5458f4860,ACT-EGNATIUS-RUFUS,ACT-HORTENSIUS,unauthorized_candidate_basis,1,financial_shared_neighbor,0,0,,,,,,,,0
DYAD-25e475fe613755fb,ACT-EGNATIUS-RUFUS,ACT-IUNIUS,unauthorized_candidate_basis,1,financial_shared_neighbor,0,0,,,,,,,,0
DYAD-00c1f25a0076a6b0,ACT-EGNATIUS-RUFUS,ACT-METON,unauthorized_candidate_basis,1,financial_shared_neighbor,0,0,,,,,,,,0
DYAD-848b4af5b8816333,ACT-EGNATIUS-RUFUS,ACT-OFILLIUS,unauthorized_candidate_basis,1,financial_shared_neighbor,0,0,,,,,,,,0
DYAD-6ecd945889317dc2,ACT-EGNATIUS-RUFUS,ACT-PATULCIUS,unauthorized_candidate_basis,1,financial_shared_neighbor,0,0,,,,,,,,0
DYAD-8a00ca295467ad90,ACT-EGNATIUS-RUFUS,ACT-PUBLILIUS,unauthorized_candidate_basis,2,financial_shared_neighbor,0,0,,,,,,,,0
DYAD-2a483af50df6067a,ACT-EGNATIUS-RUFUS,ACT-SCRIBONIUS-LIBO,unauthorized_endpoint,2,financial_shared_neighbor;within_component,1,0,,,,,,,,0
DYAD-dc7f8ed3bcc7ca47,ACT-EGNATIUS-RUFUS,ACT-SILIUS,unauthorized_candidate_basis,2,financial_shared_neighbor,0,0,,,,,,,,0
DYAD-b807bcab20a65c2a,ACT-EGNATIUS-RUFUS,ACT-TERENTIA,unauthorized_candidate_basis,1,financial_shared_neighbor,0,0,,,,,,,,0
DYAD-2ca0cc0250a86306,ACT-EGNATIUS-RUFUS,ACT-TIRO,unauthorized_candidate_basis,4,financial_shared_neighbor,0,0,,,,,,,,0
