variant_name,node_id,canonical_name,actor_type,weighted_degree,pagerank,betweenness,direct_record_count,third_party_record_count,review_flags
combined_transaction_graph,actor_salamis,Salamis,civic_body,5.000000,0.008491,0.014702,1,0,unexpected_actor_type_high_centrality
combined_transaction_graph,actor_tiro,Tiro,freedman_or_agent,13.000000,0.008414,0.005277,2,5,unexpected_actor_type_high_centrality; third_party_prominence_exceeds_direct_party_count
combined_transaction_graph,actor_faberius,Faberius,individual,6.000000,0.005239,0.000221,1,2,third_party_prominence_exceeds_direct_party_count
combined_transaction_graph,actor_terentia,Terentia,family_or_household,7.000000,0.005127,0.004542,2,3,unexpected_actor_type_high_centrality; third_party_prominence_exceeds_direct_party_count
combined_transaction_graph,actor_philotimus,Philotimus,freedman_or_agent,6.000000,0.005127,0.000206,2,1,unexpected_actor_type_high_centrality
combined_transaction_graph,actor_q_axius,Q. Axius,individual,5.000000,0.004310,0.000221,1,2,third_party_prominence_exceeds_direct_party_count
combined_transaction_graph,actor_camillus,Camillus,individual,4.000000,0.004150,0.000047,1,2,third_party_prominence_exceeds_direct_party_count
combined_transaction_graph,actor_eros,Eros,freedman_or_agent,8.000000,0.003279,0.000603,0,4,unexpected_actor_type_high_centrality; third_party_prominence_exceeds_direct_party_count
combined_transaction_graph,actor_q_paconius_lepta,Q. Paconius Lepta,individual,2.000000,0.003279,0.000471,0,2,third_party_prominence_exceeds_direct_party_count
combined_transaction_graph,actor_verres,Verres,individual,4.000000,0.003279,0.000383,0,2,third_party_prominence_exceeds_direct_party_count
combined_transaction_graph,actor_hermippus,Hermippus,individual,3.000000,0.003279,0.000044,0,1,third_party_prominence_exceeds_direct_party_count
combined_transaction_graph,actor_hermogenes,Hermogenes,individual,3.000000,0.003279,0.000044,0,1,third_party_prominence_exceeds_direct_party_count
combined_transaction_graph,actor_roman_state_grain_funds,Roman state grain funds,public_body,3.000000,0.003279,0.000029,0,1,third_party_prominence_exceeds_direct_party_count
combined_transaction_graph,actor_l_lucullus,L. Lucullus,individual,3.000000,0.003279,0.000022,0,1,third_party_prominence_exceeds_direct_party_count
combined_transaction_graph,actor_l_pontius,L. Pontius,individual,3.000000,0.003279,0.000022,0,1,third_party_prominence_exceeds_direct_party_count
combined_transaction_graph,actor_p_scipio,P. Scipio,individual,3.000000,0.003279,0.000022,0,1,third_party_prominence_exceeds_direct_party_count
combined_transaction_graph,actor_tullia,Tullia,family_or_household,5.000000,0.003279,0.000000,0,3,unexpected_actor_type_high_centrality; third_party_prominence_exceeds_direct_party_count
combined_transaction_graph,actor_balbus,Balbus,individual,4.000000,0.003279,0.000000,0,2,third_party_prominence_exceeds_direct_party_count
combined_transaction_graph,actor_cluvius_procurators,Cluvius procurators,collective_group,3.000000,0.003279,0.000000,0,2,third_party_prominence_exceeds_direct_party_count
combined_transaction_graph,actor_appius_claudius,Appius Claudius,individual,2.000000,0.003279,0.000000,0,1,third_party_prominence_exceeds_direct_party_count
combined_transaction_graph,actor_appuleius,Appuleius,individual,2.000000,0.003279,0.000000,0,1,third_party_prominence_exceeds_direct_party_count
combined_transaction_graph,actor_ateius_capito,Ateius Capito,individual,2.000000,0.003279,0.000000,0,1,third_party_prominence_exceeds_direct_party_count
combined_transaction_graph,actor_cn_sallustius,Cn. Sallustius,individual,2.000000,0.003279,0.000000,0,1,third_party_prominence_exceeds_direct_party_count
combined_transaction_graph,actor_d_iunius_brutus,D. Iunius Brutus,individual,2.000000,0.003279,0.000000,0,1,third_party_prominence_exceeds_direct_party_count
combined_transaction_graph,actor_l_culleolus,L. Culleolus,individual,2.000000,0.003279,0.000000,0,1,third_party_prominence_exceeds_direct_party_count
combined_transaction_graph,actor_l_ligus,L. Ligus,individual,2.000000,0.003279,0.000000,0,1,third_party_prominence_exceeds_direct_party_count
combined_transaction_graph,actor_matinius,Matinius,professional_financier,2.000000,0.003279,0.000000,0,1,third_party_prominence_exceeds_direct_party_count
combined_transaction_graph,actor_meton,Meton,individual,2.000000,0.003279,0.000000,0,1,third_party_prominence_exceeds_direct_party_count
combined_transaction_graph,actor_minucius_thermus,Minucius Thermus,individual,2.000000,0.003279,0.000000,0,1,third_party_prominence_exceeds_direct_party_count
combined_transaction_graph,actor_pomponia,Pomponia,individual,2.000000,0.003279,0.000000,0,1,third_party_prominence_exceeds_direct_party_count
combined_transaction_graph,actor_q_titinius,Q. Titinius,individual,2.000000,0.003279,0.000000,0,1,third_party_prominence_exceeds_direct_party_count
combined_transaction_graph,actor_scaptius,Scaptius,professional_financier,2.000000,0.003279,0.000000,0,1,third_party_prominence_exceeds_direct_party_count
combined_transaction_graph,actor_senate,Senate,public_body,2.000000,0.003279,0.000000,0,1,third_party_prominence_exceeds_direct_party_count
combined_transaction_graph,actor_servilius,Servilius,individual,2.000000,0.003279,0.000000,0,1,third_party_prominence_exceeds_direct_party_count
combined_transaction_graph,actor_sex_naevius,Sex. Naevius,individual,2.000000,0.003279,0.000000,0,1,third_party_prominence_exceeds_direct_party_count
combined_transaction_graph,actor_varro,Varro,individual,2.000000,0.003279,0.000000,0,1,third_party_prominence_exceeds_direct_party_count
combined_transaction_graph,actor_xeno,Xeno,individual,2.000000,0.003279,0.000000,0,1,third_party_prominence_exceeds_direct_party_count
combined_transaction_graph,actor_procuratores,procuratores,collective_group,2.000000,0.003279,0.000000,0,1,third_party_prominence_exceeds_direct_party_count
combined_transaction_graph,actor_brutus_albinus,Brutus Albinus,individual,1.000000,0.003279,0.000000,0,1,third_party_prominence_exceeds_direct_party_count
combined_transaction_graph,actor_ser_sulpicius_galba,Ser. Sulpicius Galba,individual,1.000000,0.003279,0.000000,0,1,third_party_prominence_exceeds_direct_party_count
combined_transaction_graph,actor_provincial_governor,provincial governor,public_body,1.000000,0.003279,0.000000,0,1,third_party_prominence_exceeds_direct_party_count
comparative_or_undated_graph,actor_tiro,Tiro,freedman_or_agent,2.000000,0.241692,0.000000,2,5,unexpected_actor_type_high_centrality; third_party_prominence_exceeds_direct_party_count
comparative_or_undated_graph,actor_friends_of_cato,friends of Cato,collective_group,2.000000,0.036254,0.000000,1,1,unexpected_actor_type_high_centrality
comparative_or_undated_graph,actor_crassus_amici,Crassus' amici,collective_group,1.000000,0.036254,0.000000,1,0,unexpected_actor_type_high_centrality
core_only_graph,actor_atticus,Atticus,individual,45.000000,0.025180,0.077967,8,18,third_party_prominence_exceeds_direct_party_count
core_only_graph,actor_quintus_cicero,Quintus Cicero,family_or_household,22.000000,0.021602,0.023072,7,2,unexpected_actor_type_high_centrality
core_only_graph,actor_cluvius,Cluvius,professional_financier,8.000000,0.019782,0.055304,4,0,unexpected_actor_type_high_centrality
core_only_graph,actor_publicani,publicani,collective_group,3.000000,0.011322,0.005614,1,0,unexpected_actor_type_high_centrality
core_only_graph,actor_amici,amici,collective_group,3.000000,0.009669,0.011327,2,0,unexpected_actor_type_high_centrality
core_only_graph,actor_salamis,Salamis,civic_body,5.000000,0.009137,0.016104,1,0,unexpected_actor_type_high_centrality
core_only_graph,actor_tiro,Tiro,freedman_or_agent,13.000000,0.009029,0.006133,2,5,unexpected_actor_type_high_centrality; third_party_prominence_exceeds_direct_party_count
core_only_graph,actor_faberius,Faberius,individual,6.000000,0.005617,0.000246,1,2,third_party_prominence_exceeds_direct_party_count
core_only_graph,actor_terentia,Terentia,family_or_household,7.000000,0.005510,0.005156,2,3,unexpected_actor_type_high_centrality; third_party_prominence_exceeds_direct_party_count
