variant_name,metric,metric_rank,node_id,canonical_name,actor_type,value,centrality_rank,direct_record_count,third_party_record_count
combined_transaction_graph,pagerank,1,actor_cicero,Cicero,individual,0.088585,1,49,22
combined_transaction_graph,pagerank,2,actor_quintus_cicero,Quintus Cicero,family_or_household,0.026202,2,7,2
combined_transaction_graph,pagerank,3,actor_l_titius_strabo,L. Titius Strabo,individual,0.024544,3,1,0
combined_transaction_graph,pagerank,4,actor_atticus,Atticus,individual,0.024496,4,8,18
combined_transaction_graph,pagerank,5,actor_brutus,Brutus,individual,0.021074,5,2,1
combined_transaction_graph,pagerank,6,actor_cluvius,Cluvius,professional_financier,0.018360,6,4,0
combined_transaction_graph,pagerank,7,actor_plancus,Plancus,individual,0.016140,7,2,0
combined_transaction_graph,pagerank,8,actor_caesar,Caesar,individual,0.014059,8,6,1
combined_transaction_graph,pagerank,9,actor_pompey,Pompey,individual,0.013435,9,3,1
combined_transaction_graph,pagerank,10,actor_p_cornelius,P. Cornelius,individual,0.013267,10,1,0
combined_transaction_graph,pagerank,11,actor_egnatius,Egnatius,individual,0.012553,11,1,1
combined_transaction_graph,pagerank,12,actor_p_valerius,P. Valerius,individual,0.011451,12,1,0
combined_transaction_graph,pagerank,13,actor_caerellia,Caerellia,individual,0.011286,13,2,0
combined_transaction_graph,pagerank,14,actor_young_t_pinnius,young T. Pinnius,individual,0.011261,14,1,0
combined_transaction_graph,pagerank,15,actor_iunius,Iunius,individual,0.010552,15,1,0
combined_transaction_graph,pagerank,16,actor_l_lucceius,L. Lucceius,individual,0.010552,16,1,0
combined_transaction_graph,pagerank,17,actor_publicani,publicani,collective_group,0.010552,17,1,0
combined_transaction_graph,pagerank,18,actor_amici,amici,collective_group,0.009572,18,2,0
combined_transaction_graph,pagerank,19,actor_a_caninius_satyrus,A. Caninius Satyrus,individual,0.009083,19,1,0
combined_transaction_graph,pagerank,20,actor_p_varius,P. Varius,individual,0.009083,20,1,0
combined_transaction_graph,betweenness,1,actor_cicero,Cicero,individual,0.546355,1,49,22
combined_transaction_graph,betweenness,2,actor_atticus,Atticus,individual,0.057619,4,8,18
combined_transaction_graph,betweenness,3,actor_cluvius,Cluvius,professional_financier,0.050464,6,4,0
combined_transaction_graph,betweenness,4,actor_caecilius,Caecilius,individual,0.050000,33,2,0
combined_transaction_graph,betweenness,5,actor_brutus,Brutus,individual,0.035806,5,2,1
combined_transaction_graph,betweenness,6,actor_caesar,Caesar,individual,0.023538,8,6,1
combined_transaction_graph,betweenness,7,actor_quintus_cicero,Quintus Cicero,family_or_household,0.021426,2,7,2
combined_transaction_graph,betweenness,8,actor_pompey,Pompey,individual,0.020648,9,3,1
combined_transaction_graph,betweenness,9,actor_salamis,Salamis,civic_body,0.014702,24,1,0
combined_transaction_graph,betweenness,10,actor_egnatius,Egnatius,individual,0.014212,11,1,1
combined_transaction_graph,betweenness,11,actor_caerellia,Caerellia,individual,0.010515,13,2,0
combined_transaction_graph,betweenness,12,actor_amici,amici,collective_group,0.010331,18,2,0
combined_transaction_graph,betweenness,13,actor_crassus,Crassus,individual,0.010331,32,2,1
combined_transaction_graph,betweenness,14,actor_caelius,Caelius,individual,0.010331,63,3,1
combined_transaction_graph,betweenness,15,actor_p_sulla,P. Sulla,individual,0.010331,84,1,1
combined_transaction_graph,betweenness,16,actor_m_anneius,M. Anneius,individual,0.009816,27,1,1
combined_transaction_graph,betweenness,17,actor_plancus,Plancus,individual,0.008209,7,2,0
combined_transaction_graph,betweenness,18,actor_marc_antony,Marc Antony,individual,0.007691,99,1,1
combined_transaction_graph,betweenness,19,actor_tiro,Tiro,freedman_or_agent,0.005277,26,2,5
combined_transaction_graph,betweenness,20,actor_iunius,Iunius,individual,0.005121,15,1,0
comparative_or_undated_graph,weighted_degree,1,actor_curius,Curius,individual,2.000000,1,2,1
comparative_or_undated_graph,weighted_degree,2,actor_tiro,Tiro,freedman_or_agent,2.000000,2,2,5
comparative_or_undated_graph,weighted_degree,3,actor_cato_the_younger,Cato the Younger,individual,2.000000,3,2,0
comparative_or_undated_graph,weighted_degree,4,actor_friends_of_cato,friends of Cato,collective_group,2.000000,8,1,1
comparative_or_undated_graph,weighted_degree,5,actor_crassus,Crassus,individual,1.000000,4,2,1
comparative_or_undated_graph,weighted_degree,6,actor_marcius_philippus,Marcius Philippus,individual,1.000000,5,1,0
comparative_or_undated_graph,weighted_degree,7,actor_pliny_s_mother_in_law,Pliny's mother-in-law,individual,1.000000,6,1,0
comparative_or_undated_graph,weighted_degree,8,actor_faeneratores_at_the_ianus_medius,faeneratores at the Ianus medius,individual,1.000000,7,1,0
comparative_or_undated_graph,weighted_degree,9,actor_crassus_amici,Crassus' amici,collective_group,1.000000,9,1,0
comparative_or_undated_graph,weighted_degree,10,actor_damasippus,Damasippus,individual,1.000000,10,1,0
comparative_or_undated_graph,weighted_degree,11,actor_pliny,Pliny,individual,1.000000,11,1,0
comparative_or_undated_graph,weighted_degree,12,actor_volteius_mena,Volteius Mena,individual,1.000000,12,1,0
comparative_or_undated_graph,component_size,1,actor_curius,Curius,individual,2.000000,1,2,1
comparative_or_undated_graph,component_size,2,actor_tiro,Tiro,freedman_or_agent,2.000000,2,2,5
comparative_or_undated_graph,component_size,3,actor_cato_the_younger,Cato the Younger,individual,2.000000,3,2,0
comparative_or_undated_graph,component_size,4,actor_crassus,Crassus,individual,2.000000,4,2,1
comparative_or_undated_graph,component_size,5,actor_marcius_philippus,Marcius Philippus,individual,2.000000,5,1,0
comparative_or_undated_graph,component_size,6,actor_pliny_s_mother_in_law,Pliny's mother-in-law,individual,2.000000,6,1,0
comparative_or_undated_graph,component_size,7,actor_faeneratores_at_the_ianus_medius,faeneratores at the Ianus medius,individual,2.000000,7,1,0
comparative_or_undated_graph,component_size,8,actor_friends_of_cato,friends of Cato,collective_group,2.000000,8,1,1
comparative_or_undated_graph,component_size,9,actor_crassus_amici,Crassus' amici,collective_group,2.000000,9,1,0
comparative_or_undated_graph,component_size,10,actor_damasippus,Damasippus,individual,2.000000,10,1,0
comparative_or_undated_graph,component_size,11,actor_pliny,Pliny,individual,2.000000,11,1,0
comparative_or_undated_graph,component_size,12,actor_volteius_mena,Volteius Mena,individual,2.000000,12,1,0
comparative_or_undated_graph,pagerank,1,actor_curius,Curius,individual,0.241692,1,2,1
comparative_or_undated_graph,pagerank,2,actor_tiro,Tiro,freedman_or_agent,0.241692,2,2,5
comparative_or_undated_graph,pagerank,3,actor_cato_the_younger,Cato the Younger,individual,0.067069,3,2,0
comparative_or_undated_graph,pagerank,4,actor_crassus,Crassus,individual,0.067069,4,2,1
comparative_or_undated_graph,pagerank,5,actor_marcius_philippus,Marcius Philippus,individual,0.067069,5,1,0
comparative_or_undated_graph,pagerank,6,actor_pliny_s_mother_in_law,Pliny's mother-in-law,individual,0.067069,6,1,0
comparative_or_undated_graph,pagerank,7,actor_faeneratores_at_the_ianus_medius,faeneratores at the Ianus medius,individual,0.067069,7,1,0
comparative_or_undated_graph,pagerank,8,actor_friends_of_cato,friends of Cato,collective_group,0.036254,8,1,1
comparative_or_undated_graph,pagerank,9,actor_crassus_amici,Crassus' amici,collective_group,0.036254,9,1,0
comparative_or_undated_graph,pagerank,10,actor_damasippus,Damasippus,individual,0.036254,10,1,0
comparative_or_undated_graph,pagerank,11,actor_pliny,Pliny,individual,0.036254,11,1,0
comparative_or_undated_graph,pagerank,12,actor_volteius_mena,Volteius Mena,individual,0.036254,12,1,0
comparative_or_undated_graph,betweenness,1,actor_curius,Curius,individual,0.000000,1,2,1
comparative_or_undated_graph,betweenness,2,actor_tiro,Tiro,freedman_or_agent,0.000000,2,2,5
comparative_or_undated_graph,betweenness,3,actor_cato_the_younger,Cato the Younger,individual,0.000000,3,2,0
comparative_or_undated_graph,betweenness,4,actor_crassus,Crassus,individual,0.000000,4,2,1
comparative_or_undated_graph,betweenness,5,actor_marcius_philippus,Marcius Philippus,individual,0.000000,5,1,0
comparative_or_undated_graph,betweenness,6,actor_pliny_s_mother_in_law,Pliny's mother-in-law,individual,0.000000,6,1,0
comparative_or_undated_graph,betweenness,7,actor_faeneratores_at_the_ianus_medius,faeneratores at the Ianus medius,individual,0.000000,7,1,0
comparative_or_undated_graph,betweenness,8,actor_friends_of_cato,friends of Cato,collective_group,0.000000,8,1,1
comparative_or_undated_graph,betweenness,9,actor_crassus_amici,Crassus' amici,collective_group,0.000000,9,1,0
comparative_or_undated_graph,betweenness,10,actor_damasippus,Damasippus,individual,0.000000,10,1,0
comparative_or_undated_graph,betweenness,11,actor_pliny,Pliny,individual,0.000000,11,1,0
comparative_or_undated_graph,betweenness,12,actor_volteius_mena,Volteius Mena,individual,0.000000,12,1,0
core_only_graph,weighted_degree,1,actor_cicero,Cicero,individual,129.000000,1,49,22
core_only_graph,weighted_degree,2,actor_atticus,Atticus,individual,45.000000,3,8,18
core_only_graph,weighted_degree,3,actor_quintus_cicero,Quintus Cicero,family_or_household,22.000000,5,7,2
core_only_graph,weighted_degree,4,actor_tiro,Tiro,freedman_or_agent,13.000000,22,2,5
core_only_graph,weighted_degree,5,actor_brutus,Brutus,individual,9.000000,4,2,1
core_only_graph,weighted_degree,6,actor_egnatius,Egnatius,individual,9.000000,9,1,1
core_only_graph,weighted_degree,7,actor_cluvius,Cluvius,professional_financier,8.000000,6,4,0
core_only_graph,weighted_degree,8,actor_eros,Eros,freedman_or_agent,8.000000,102,0,4
core_only_graph,weighted_degree,9,actor_terentia,Terentia,family_or_household,7.000000,63,2,3
core_only_graph,weighted_degree,10,actor_caerellia,Caerellia,individual,6.000000,11,2,0
core_only_graph,weighted_degree,11,actor_caecilius,Caecilius,individual,6.000000,28,2,0
core_only_graph,weighted_degree,12,actor_dolabella,Dolabella,individual,6.000000,33,3,0
core_only_graph,weighted_degree,13,actor_silius,Silius,individual,6.000000,35,2,2
core_only_graph,weighted_degree,14,actor_faberius,Faberius,individual,6.000000,62,1,2
core_only_graph,weighted_degree,15,actor_philotimus,Philotimus,freedman_or_agent,6.000000,64,2,1
core_only_graph,weighted_degree,16,actor_plancus,Plancus,individual,5.000000,7,2,0
core_only_graph,weighted_degree,17,actor_pompey,Pompey,individual,5.000000,16,3,1
core_only_graph,weighted_degree,18,actor_salamis,Salamis,civic_body,5.000000,21,1,0
core_only_graph,weighted_degree,19,actor_oppius,Oppius,individual,5.000000,50,1,1
core_only_graph,weighted_degree,20,actor_q_axius,Q. Axius,individual,5.000000,80,1,2
core_only_graph,component_size,1,actor_cicero,Cicero,individual,117.000000,1,49,22
core_only_graph,component_size,2,actor_l_titius_strabo,L. Titius Strabo,individual,117.000000,2,1,0
core_only_graph,component_size,3,actor_atticus,Atticus,individual,117.000000,3,8,18
core_only_graph,component_size,4,actor_brutus,Brutus,individual,117.000000,4,2,1
core_only_graph,component_size,5,actor_quintus_cicero,Quintus Cicero,family_or_household,117.000000,5,7,2
core_only_graph,component_size,6,actor_cluvius,Cluvius,professional_financier,117.000000,6,4,0
core_only_graph,component_size,7,actor_plancus,Plancus,individual,117.000000,7,2,0
core_only_graph,component_size,8,actor_p_cornelius,P. Cornelius,individual,117.000000,8,1,0
core_only_graph,component_size,9,actor_egnatius,Egnatius,individual,117.000000,9,1,1
core_only_graph,component_size,10,actor_p_valerius,P. Valerius,individual,117.000000,10,1,0
core_only_graph,component_size,11,actor_caerellia,Caerellia,individual,117.000000,11,2,0
core_only_graph,component_size,12,actor_young_t_pinnius,young T. Pinnius,individual,117.000000,12,1,0
core_only_graph,component_size,13,actor_iunius,Iunius,individual,117.000000,13,1,0
core_only_graph,component_size,14,actor_l_lucceius,L. Lucceius,individual,117.000000,14,1,0
core_only_graph,component_size,15,actor_publicani,publicani,collective_group,117.000000,15,1,0
core_only_graph,component_size,16,actor_pompey,Pompey,individual,117.000000,16,3,1
core_only_graph,component_size,17,actor_a_caninius_satyrus,A. Caninius Satyrus,individual,117.000000,17,1,0
core_only_graph,component_size,18,actor_p_varius,P. Varius,individual,117.000000,18,1,0
core_only_graph,component_size,19,actor_amici,amici,collective_group,117.000000,19,2,0
core_only_graph,component_size,20,actor_salamis,Salamis,civic_body,117.000000,21,1,0
core_only_graph,pagerank,1,actor_cicero,Cicero,individual,0.091305,1,49,22
core_only_graph,pagerank,2,actor_l_titius_strabo,L. Titius Strabo,individual,0.026388,2,1,0
core_only_graph,pagerank,3,actor_atticus,Atticus,individual,0.025180,3,8,18
core_only_graph,pagerank,4,actor_brutus,Brutus,individual,0.022710,4,2,1
core_only_graph,pagerank,5,actor_quintus_cicero,Quintus Cicero,family_or_household,0.021602,5,7,2
core_only_graph,pagerank,6,actor_cluvius,Cluvius,professional_financier,0.019782,6,4,0
core_only_graph,pagerank,7,actor_plancus,Plancus,individual,0.017361,7,2,0
core_only_graph,pagerank,8,actor_p_cornelius,P. Cornelius,individual,0.014264,8,1,0
core_only_graph,pagerank,9,actor_egnatius,Egnatius,individual,0.012847,9,1,1
core_only_graph,pagerank,10,actor_p_valerius,P. Valerius,individual,0.012309,10,1,0
core_only_graph,pagerank,11,actor_caerellia,Caerellia,individual,0.012091,11,2,0
core_only_graph,pagerank,12,actor_young_t_pinnius,young T. Pinnius,individual,0.012034,12,1,0
core_only_graph,pagerank,13,actor_iunius,Iunius,individual,0.011322,13,1,0
core_only_graph,pagerank,14,actor_l_lucceius,L. Lucceius,individual,0.011322,14,1,0
core_only_graph,pagerank,15,actor_publicani,publicani,collective_group,0.011322,15,1,0
core_only_graph,pagerank,16,actor_pompey,Pompey,individual,0.010034,16,3,1
core_only_graph,pagerank,17,actor_a_caninius_satyrus,A. Caninius Satyrus,individual,0.009807,17,1,0
core_only_graph,pagerank,18,actor_p_varius,P. Varius,individual,0.009807,18,1,0
core_only_graph,pagerank,19,actor_amici,amici,collective_group,0.009669,19,2,0
core_only_graph,pagerank,20,actor_roman_state,Roman state,public_body,0.009356,20,1,0
core_only_graph,betweenness,1,actor_cicero,Cicero,individual,0.588314,1,49,22
core_only_graph,betweenness,2,actor_atticus,Atticus,individual,0.077967,3,8,18
core_only_graph,betweenness,3,actor_cluvius,Cluvius,professional_financier,0.055304,6,4,0
core_only_graph,betweenness,4,actor_caecilius,Caecilius,individual,0.054787,28,2,0
core_only_graph,betweenness,5,actor_brutus,Brutus,individual,0.039249,4,2,1
core_only_graph,betweenness,6,actor_quintus_cicero,Quintus Cicero,family_or_household,0.023072,5,7,2
core_only_graph,betweenness,7,actor_pompey,Pompey,individual,0.022506,16,3,1
core_only_graph,betweenness,8,actor_marc_antony,Marc Antony,individual,0.022456,72,1,1
core_only_graph,betweenness,9,actor_egnatius,Egnatius,individual,0.016112,9,1,1
core_only_graph,betweenness,10,actor_salamis,Salamis,civic_body,0.016104,21,1,0
core_only_graph,betweenness,11,actor_caerellia,Caerellia,individual,0.011532,11,2,0
core_only_graph,betweenness,12,actor_amici,amici,collective_group,0.011327,19,2,0
core_only_graph,betweenness,13,actor_caelius,Caelius,individual,0.011327,60,3,1
core_only_graph,betweenness,14,actor_p_sulla,P. Sulla,individual,0.011327,79,1,1
core_only_graph,betweenness,15,actor_m_anneius,M. Anneius,individual,0.010883,24,1,1
core_only_graph,betweenness,16,actor_plancus,Plancus,individual,0.008968,7,2,0
core_only_graph,betweenness,17,actor_tiro,Tiro,freedman_or_agent,0.006133,22,2,5
core_only_graph,betweenness,18,actor_iunius,Iunius,individual,0.005614,13,1,0
core_only_graph,betweenness,19,actor_l_lucceius,L. Lucceius,individual,0.005614,14,1,0
core_only_graph,betweenness,20,actor_publicani,publicani,collective_group,0.005614,15,1,0
direct_borrower_lender_graph,weighted_degree,1,actor_cicero,Cicero,individual,47.000000,1,49,22
direct_borrower_lender_graph,weighted_degree,2,actor_atticus,Atticus,individual,8.000000,2,8,18
direct_borrower_lender_graph,weighted_degree,3,actor_quintus_cicero,Quintus Cicero,family_or_household,6.000000,69,7,2
direct_borrower_lender_graph,weighted_degree,4,actor_caesar,Caesar,individual,4.000000,4,6,1
direct_borrower_lender_graph,weighted_degree,5,actor_caecilius,Caecilius,individual,3.000000,40,2,0
direct_borrower_lender_graph,weighted_degree,6,actor_dolabella,Dolabella,individual,3.000000,42,3,0
direct_borrower_lender_graph,weighted_degree,7,actor_pompey,Pompey,individual,2.000000,3,3,1
direct_borrower_lender_graph,weighted_degree,8,actor_brutus,Brutus,individual,2.000000,5,2,1
direct_borrower_lender_graph,weighted_degree,9,actor_cluvius,Cluvius,professional_financier,2.000000,6,4,0
direct_borrower_lender_graph,weighted_degree,10,actor_plancus,Plancus,individual,2.000000,7,2,0
direct_borrower_lender_graph,weighted_degree,11,actor_crassus,Crassus,individual,2.000000,9,2,1
direct_borrower_lender_graph,weighted_degree,12,actor_amici,amici,collective_group,2.000000,10,2,0
direct_borrower_lender_graph,weighted_degree,13,actor_cato_the_younger,Cato the Younger,individual,2.000000,12,2,0
direct_borrower_lender_graph,weighted_degree,14,actor_curius,Curius,individual,2.000000,13,2,1
direct_borrower_lender_graph,weighted_degree,15,actor_publilius,Publilius,individual,2.000000,34,2,0
direct_borrower_lender_graph,weighted_degree,16,actor_silius,Silius,individual,2.000000,35,2,2
direct_borrower_lender_graph,weighted_degree,17,actor_caelius,Caelius,individual,2.000000,41,3,1
direct_borrower_lender_graph,weighted_degree,18,actor_heraclides,Heraclides,individual,2.000000,70,1,0
direct_borrower_lender_graph,weighted_degree,19,actor_borrowers_under_verres_scheme,borrowers under Verres' scheme,collective_group,2.000000,71,1,0
direct_borrower_lender_graph,weighted_degree,20,actor_philotimus,Philotimus,freedman_or_agent,2.000000,72,2,1
direct_borrower_lender_graph,component_size,1,actor_cicero,Cicero,individual,54.000000,1,49,22
direct_borrower_lender_graph,component_size,2,actor_atticus,Atticus,individual,54.000000,2,8,18
direct_borrower_lender_graph,component_size,3,actor_pompey,Pompey,individual,54.000000,3,3,1
direct_borrower_lender_graph,component_size,4,actor_caesar,Caesar,individual,54.000000,4,6,1
direct_borrower_lender_graph,component_size,5,actor_crassus,Crassus,individual,54.000000,9,2,1
direct_borrower_lender_graph,component_size,6,actor_amici,amici,collective_group,54.000000,10,2,0
direct_borrower_lender_graph,component_size,7,actor_clodia,Clodia,individual,54.000000,11,1,0
direct_borrower_lender_graph,component_size,8,actor_a_caninius_satyrus,A. Caninius Satyrus,individual,54.000000,32,1,0
direct_borrower_lender_graph,component_size,9,actor_p_varius,P. Varius,individual,54.000000,33,1,0
direct_borrower_lender_graph,component_size,10,actor_publilius,Publilius,individual,54.000000,34,2,0
direct_borrower_lender_graph,component_size,11,actor_silius,Silius,individual,54.000000,35,2,2
direct_borrower_lender_graph,component_size,12,actor_caecilius,Caecilius,individual,54.000000,40,2,0
direct_borrower_lender_graph,component_size,13,actor_caelius,Caelius,individual,54.000000,41,3,1
direct_borrower_lender_graph,component_size,14,actor_dolabella,Dolabella,individual,54.000000,42,3,0
direct_borrower_lender_graph,component_size,15,actor_arpinum,Arpinum,civic_body,54.000000,43,1,0
direct_borrower_lender_graph,component_size,16,actor_aurelius,Aurelius,individual,54.000000,44,1,0
direct_borrower_lender_graph,component_size,17,actor_avianius,Avianius,individual,54.000000,45,1,0
direct_borrower_lender_graph,component_size,18,actor_c_vestorius,C. Vestorius,professional_financier,54.000000,46,1,0
direct_borrower_lender_graph,component_size,19,actor_caerellia,Caerellia,individual,54.000000,47,2,0
direct_borrower_lender_graph,component_size,20,actor_clodius_hermogenes,Clodius Hermogenes,individual,54.000000,48,1,0
direct_borrower_lender_graph,pagerank,1,actor_cicero,Cicero,individual,0.066584,1,49,22
direct_borrower_lender_graph,pagerank,2,actor_atticus,Atticus,individual,0.024331,2,8,18
direct_borrower_lender_graph,pagerank,3,actor_pompey,Pompey,individual,0.021264,3,3,1
direct_borrower_lender_graph,pagerank,4,actor_caesar,Caesar,individual,0.017901,4,6,1
direct_borrower_lender_graph,pagerank,5,actor_brutus,Brutus,individual,0.016329,5,2,1
direct_borrower_lender_graph,pagerank,6,actor_cluvius,Cluvius,professional_financier,0.016329,6,4,0
direct_borrower_lender_graph,pagerank,7,actor_plancus,Plancus,individual,0.016329,7,2,0
direct_borrower_lender_graph,pagerank,8,actor_young_lucullus,young Lucullus,individual,0.015558,8,1,0
direct_borrower_lender_graph,pagerank,9,actor_crassus,Crassus,individual,0.012761,9,2,1
direct_borrower_lender_graph,pagerank,10,actor_amici,amici,collective_group,0.012761,10,2,0
direct_borrower_lender_graph,pagerank,11,actor_clodia,Clodia,individual,0.012525,11,1,0
direct_borrower_lender_graph,pagerank,12,actor_cato_the_younger,Cato the Younger,individual,0.011189,12,2,0
direct_borrower_lender_graph,pagerank,13,actor_curius,Curius,individual,0.011189,13,2,1
direct_borrower_lender_graph,pagerank,14,actor_antony_creditors,Antony creditors,collective_group,0.011189,14,1,0
direct_borrower_lender_graph,pagerank,15,actor_c_flavius,C. Flavius,individual,0.011189,15,1,0
direct_borrower_lender_graph,pagerank,16,actor_c_octavius,C. Octavius,individual,0.011189,16,1,0
direct_borrower_lender_graph,pagerank,17,actor_camillus,Camillus,individual,0.011189,17,1,2
direct_borrower_lender_graph,pagerank,18,actor_iunius,Iunius,individual,0.011189,18,1,0
direct_borrower_lender_graph,pagerank,19,actor_l_lucceius,L. Lucceius,individual,0.011189,19,1,0
direct_borrower_lender_graph,pagerank,20,actor_l_titius_strabo,L. Titius Strabo,individual,0.011189,20,1,0
direct_borrower_lender_graph,betweenness,1,actor_cicero,Cicero,individual,0.227319,1,49,22
direct_borrower_lender_graph,betweenness,2,actor_atticus,Atticus,individual,0.056575,2,8,18
direct_borrower_lender_graph,betweenness,3,actor_quintus_cicero,Quintus Cicero,family_or_household,0.034319,69,7,2
direct_borrower_lender_graph,betweenness,4,actor_caesar,Caesar,individual,0.017499,4,6,1
direct_borrower_lender_graph,betweenness,5,actor_caecilius,Caecilius,individual,0.017499,40,2,0
direct_borrower_lender_graph,betweenness,6,actor_crassus,Crassus,individual,0.008835,9,2,1
direct_borrower_lender_graph,betweenness,7,actor_amici,amici,collective_group,0.008835,10,2,0
direct_borrower_lender_graph,betweenness,8,actor_caelius,Caelius,individual,0.008835,41,3,1
direct_borrower_lender_graph,betweenness,9,actor_brutus,Brutus,individual,0.000170,5,2,1
direct_borrower_lender_graph,betweenness,10,actor_cluvius,Cluvius,professional_financier,0.000170,6,4,0
direct_borrower_lender_graph,betweenness,11,actor_plancus,Plancus,individual,0.000170,7,2,0
direct_borrower_lender_graph,betweenness,12,actor_cato_the_younger,Cato the Younger,individual,0.000170,12,2,0
direct_borrower_lender_graph,betweenness,13,actor_heraclides,Heraclides,individual,0.000170,70,1,0
direct_borrower_lender_graph,betweenness,14,actor_borrowers_under_verres_scheme,borrowers under Verres' scheme,collective_group,0.000170,71,1,0
direct_borrower_lender_graph,betweenness,15,actor_pompey,Pompey,individual,0.000000,3,3,1
direct_borrower_lender_graph,betweenness,16,actor_young_lucullus,young Lucullus,individual,0.000000,8,1,0
direct_borrower_lender_graph,betweenness,17,actor_clodia,Clodia,individual,0.000000,11,1,0
direct_borrower_lender_graph,betweenness,18,actor_curius,Curius,individual,0.000000,13,2,1
direct_borrower_lender_graph,betweenness,19,actor_antony_creditors,Antony creditors,collective_group,0.000000,14,1,0
direct_borrower_lender_graph,betweenness,20,actor_c_flavius,C. Flavius,individual,0.000000,15,1,0
episode_level_graph,weighted_degree,1,actor_cicero,Cicero,individual,129.000000,1,49,22
episode_level_graph,weighted_degree,2,actor_atticus,Atticus,individual,45.000000,4,8,18
episode_level_graph,weighted_degree,3,actor_quintus_cicero,Quintus Cicero,family_or_household,22.000000,2,7,2
episode_level_graph,weighted_degree,4,actor_tiro,Tiro,freedman_or_agent,13.000000,26,2,5
episode_level_graph,weighted_degree,5,actor_brutus,Brutus,individual,9.000000,5,2,1
episode_level_graph,weighted_degree,6,actor_egnatius,Egnatius,individual,9.000000,11,1,1
episode_level_graph,weighted_degree,7,actor_cluvius,Cluvius,professional_financier,8.000000,6,4,0
episode_level_graph,weighted_degree,8,actor_eros,Eros,freedman_or_agent,8.000000,107,0,4
episode_level_graph,weighted_degree,9,actor_terentia,Terentia,family_or_household,7.000000,68,2,3
episode_level_graph,weighted_degree,10,actor_caesar,Caesar,individual,6.000000,8,6,1
episode_level_graph,weighted_degree,11,actor_caerellia,Caerellia,individual,6.000000,13,2,0
episode_level_graph,weighted_degree,12,actor_caecilius,Caecilius,individual,6.000000,33,2,0
episode_level_graph,weighted_degree,13,actor_dolabella,Dolabella,individual,6.000000,37,3,0
episode_level_graph,weighted_degree,14,actor_silius,Silius,individual,6.000000,41,2,2
episode_level_graph,weighted_degree,15,actor_faberius,Faberius,individual,6.000000,67,1,2
episode_level_graph,weighted_degree,16,actor_philotimus,Philotimus,freedman_or_agent,6.000000,69,2,1
episode_level_graph,weighted_degree,17,actor_plancus,Plancus,individual,5.000000,7,2,0
episode_level_graph,weighted_degree,18,actor_pompey,Pompey,individual,5.000000,9,3,1
episode_level_graph,weighted_degree,19,actor_salamis,Salamis,civic_body,5.000000,24,1,0
episode_level_graph,weighted_degree,20,actor_oppius,Oppius,individual,5.000000,44,1,1
episode_level_graph,component_size,1,actor_cicero,Cicero,individual,119.000000,1,49,22
episode_level_graph,component_size,2,actor_quintus_cicero,Quintus Cicero,family_or_household,119.000000,2,7,2
episode_level_graph,component_size,3,actor_l_titius_strabo,L. Titius Strabo,individual,119.000000,3,1,0
episode_level_graph,component_size,4,actor_atticus,Atticus,individual,119.000000,4,8,18
episode_level_graph,component_size,5,actor_brutus,Brutus,individual,119.000000,5,2,1
episode_level_graph,component_size,6,actor_cluvius,Cluvius,professional_financier,119.000000,6,4,0
episode_level_graph,component_size,7,actor_plancus,Plancus,individual,119.000000,7,2,0
episode_level_graph,component_size,8,actor_caesar,Caesar,individual,119.000000,8,6,1
episode_level_graph,component_size,9,actor_pompey,Pompey,individual,119.000000,9,3,1
episode_level_graph,component_size,10,actor_p_cornelius,P. Cornelius,individual,119.000000,10,1,0
episode_level_graph,component_size,11,actor_egnatius,Egnatius,individual,119.000000,11,1,1
episode_level_graph,component_size,12,actor_p_valerius,P. Valerius,individual,119.000000,12,1,0
episode_level_graph,component_size,13,actor_caerellia,Caerellia,individual,119.000000,13,2,0
episode_level_graph,component_size,14,actor_young_t_pinnius,young T. Pinnius,individual,119.000000,14,1,0
episode_level_graph,component_size,15,actor_iunius,Iunius,individual,119.000000,15,1,0
episode_level_graph,component_size,16,actor_l_lucceius,L. Lucceius,individual,119.000000,16,1,0
episode_level_graph,component_size,17,actor_publicani,publicani,collective_group,119.000000,17,1,0
episode_level_graph,component_size,18,actor_amici,amici,collective_group,119.000000,18,2,0
episode_level_graph,component_size,19,actor_a_caninius_satyrus,A. Caninius Satyrus,individual,119.000000,19,1,0
episode_level_graph,component_size,20,actor_p_varius,P. Varius,individual,119.000000,20,1,0
episode_level_graph,pagerank,1,actor_cicero,Cicero,individual,0.088585,1,49,22
episode_level_graph,pagerank,2,actor_quintus_cicero,Quintus Cicero,family_or_household,0.026202,2,7,2
episode_level_graph,pagerank,3,actor_l_titius_strabo,L. Titius Strabo,individual,0.024544,3,1,0
episode_level_graph,pagerank,4,actor_atticus,Atticus,individual,0.024496,4,8,18
episode_level_graph,pagerank,5,actor_brutus,Brutus,individual,0.021074,5,2,1
episode_level_graph,pagerank,6,actor_cluvius,Cluvius,professional_financier,0.018360,6,4,0
episode_level_graph,pagerank,7,actor_plancus,Plancus,individual,0.016140,7,2,0
episode_level_graph,pagerank,8,actor_caesar,Caesar,individual,0.014059,8,6,1
episode_level_graph,pagerank,9,actor_pompey,Pompey,individual,0.013435,9,3,1
episode_level_graph,pagerank,10,actor_p_cornelius,P. Cornelius,individual,0.013267,10,1,0
